"id","model_id","met_name","met_id","formula","charge","compartment","bound","constraint_sense","used_","comment_","lower_bound","upper_bound","balanced","fixed"
1731,"iJS2012","Flavin adenine dinucleotide oxidized","fad_c","C27H31N9O15P2",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1732,"iJS2012","Flavin adenine dinucleotide reduced","fadh2_c","C27H33N9O15P2",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1733,"iJS2012","D-Fructose 1,6-bisphosphate","fdp_c","C6H10O12P2",-4,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1734,"iJS2012","Formate","for_c","CHO2",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1735,"iJS2012","Fumarate","fum_c","C4H2O4",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1736,"iJS2012","D-Glucose 1-phosphate","g1p_c","C6H11O9P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1737,"iJS2012","Glyceraldehyde 3-phosphate","g3p_c","C3H5O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1738,"iJS2012","D-Glucose 6-phosphate","g6p_c","C6H11O9P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1739,"iJS2012","GDP","gdp_c","C10H12N5O11P2",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1740,"iJS2012","D-Glucose","glc_DASH_D_c","C6H12O6",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1741,"iJS2012","L-Glutamine","gln_DASH_L_c","C5H10N2O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1742,"iJS2012","L-Glutamate","glu_DASH_L_c","C5H8NO4",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1743,"iJS2012","L-Glutamate 5-semialdehyde","glu5sa_c","C5H9NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1744,"iJS2012","Glyoxylate","glx_c","C2HO3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1745,"iJS2012","Glycine","gly_c","C2H5NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1746,"iJS2012","Glycerol","glyc_c","C3H8O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1747,"iJS2012","(R)-Glycerate","glyc_DASH_R_c","C3H5O4",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1748,"iJS2012","Glycerol 3-phosphate","glyc3p_c","C3H7O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1749,"iJS2012","Glycolate","glyclt_c","C2H3O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1750,"iJS2012","glycogen","glycogen_c","C6H10O5",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1751,"iJS2012","GMP","gmp_c","C10H12N5O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1752,"iJS2012","GTP","gtp_c","C10H12N5O14P3",-4,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1753,"iJS2012","H+","h_c","H",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1754,"iJS2012","H2","h2_c","H2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1755,"iJS2012","H2O","h2o_c","H2O",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1756,"iJS2012","Hydrogen sulfide","h2s_c","H2S",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1757,"iJS2012","Bicarbonate","hco3_c","CHO3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1758,"iJS2012","L-Histidine","his_DASH_L_c","C6H9N3O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1759,"iJS2012","L-Homoserine","hom_DASH_L_c","C4H9NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1760,"iJS2012","Isocitrate","icit_c","C6H5O7",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1761,"iJS2012","L-Isoleucine","ile_DASH_L_c","C6H13NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1762,"iJS2012","IMP","imp_c","C10H11N4O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1763,"iJS2012","Indole","indole_c","C8H7N",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1764,"iJS2012","D-Lactate","lac_DASH_D_c","C3H5O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1765,"iJS2012","L-Lactate","lac_DASH_L_c","C3H5O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1766,"iJS2012","L-Leucine","leu_DASH_L_c","C6H13NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1767,"iJS2012","","lpsEC_e",NULL,0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1768,"iJS2012","L-Lysine","lys_DASH_L_c","C6H15N2O2",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1769,"iJS2012","L-Malate","mal_DASH_L_c","C4H4O5",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1770,"iJS2012","L-Methionine","met_DASH_L_c","C5H11NO2S",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1771,"iJS2012","5,10-Methenyltetrahydrofolate","methf_c","C20H20N7O6",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1772,"iJS2012","5,10-Methylenetetrahydrofolate","mlthf_c","C20H21N7O6",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1773,"iJS2012","Menaquinol 8","mql8_c","C51H74O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1774,"iJS2012","Menaquinone 8","mqn8_c","C51H72O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1775,"iJS2012","Sodium","na1_c","Na",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1776,"iJS2012","Nicotinamide adenine dinucleotide","nad_c","C21H26N7O14P2",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1777,"iJS2012","Nicotinamide adenine dinucleotide - reduced","nadh_c","C21H27N7O14P2",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1778,"iJS2012","Nicotinamide adenine dinucleotide phosphate","nadp_c","C21H25N7O17P3",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1779,"iJS2012","Nicotinamide adenine dinucleotide phosphate - reduced","nadph_c","C21H26N7O17P3",-4,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1780,"iJS2012","Ammonium","nh4_c","H4N",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1781,"iJS2012","Nitrite","no2_c","NO2",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1782,"iJS2012","Nitrate","no3_c","NO3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1783,"iJS2012","O2","o2_c","O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1784,"iJS2012","Oxaloacetate","oaa_c","C4H2O5",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1785,"iJS2012","Ornithine","orn_c","C5H13N2O2",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1786,"iJS2012","","peEC_e",NULL,0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1787,"iJS2012","Phosphoenolpyruvate","pep_c","C3H2O6P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1788,"iJS2012","","peptidoEC_e",NULL,0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1789,"iJS2012","","pgEC_e",NULL,0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1790,"iJS2012","L-Phenylalanine","phe_DASH_L_c","C9H11NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1791,"iJS2012","Phenylpyruvate","phpyr_c","C9H7O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1792,"iJS2012","Phosphate","pi_c","HO4P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1793,"iJS2012","Prephenate","pphn_c","C10H8O6",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1794,"iJS2012","Diphosphate","ppi_c","HO7P2",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1795,"iJS2012","L-Proline","pro_DASH_L_c","C5H9NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1796,"iJS2012","5-Phospho-alpha-D-ribose 1-diphosphate","prpp_c","C5H8O14P3",-5,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1797,"iJS2012","","psEC_e",NULL,0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1798,"iJS2012","Putrescine","ptrc_c","C4H14N2",2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1799,"iJS2012","Pyruvate","pyr_c","C3H3O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1800,"iJS2012","Ubiquinone-8","q8_c","C49H74O4",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1801,"iJS2012","Ubiquinol-8","q8h2_c","C49H76O4",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1802,"iJS2012","alpha-D-Ribose 5-phosphate","r5p_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1803,"iJS2012","D-Ribulose 5-phosphate","ru5p_DASH_D_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1804,"iJS2012","Sedoheptulose 7-phosphate","s7p_c","C7H13O10P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1805,"iJS2012","L-Serine","ser_DASH_L_c","C3H7NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1806,"iJS2012","Shikimate","skm_c","C7H9O5",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2830,"ecoli_inca02","Citrate","cit_c","C6H5O7",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1807,"iJS2012","Shikimate 5-phosphate","skm5p_c","C7H8O8P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1808,"iJS2012","N-Succinyl-LL-2,6-diaminoheptanedioate","sl26da_c","C11H16N2O7",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1809,"iJS2012","N-Succinyl-2-L-amino-6-oxoheptanedioate","sl2a6o_c","C11H12NO8",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1810,"iJS2012","Sulfite","so3_c","O3S",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1811,"iJS2012","Sulfate","so4_c","O4S",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1812,"iJS2012","Spermidine","spmd_c","C7H22N3",3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1813,"iJS2012","Succinate","succ_c","C4H4O4",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1814,"iJS2012","Succinyl-CoA","succoa_c","C25H35N7O19P3S",-5,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1815,"iJS2012","Succinic semialdehyde","sucsal_c","C4H5O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1816,"iJS2012","5,6,7,8-Tetrahydrofolate","thf_c","C19H21N7O6",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1817,"iJS2012","L-Threonine","thr_DASH_L_c","C4H9NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1818,"iJS2012","Oxidized thioredoxin","trdox_c","X",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1819,"iJS2012","Reduced thioredoxin","trdrd_c","H2X",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1820,"iJS2012","L-Tryptophan","trp_DASH_L_c","C11H12N2O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1821,"iJS2012","L-Tyrosine","tyr_DASH_L_c","C9H11NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1822,"iJS2012","UDP","udp_c","C9H11N2O12P2",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1823,"iJS2012","UMP","ump_c","C9H11N2O9P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1824,"iJS2012","UTP","utp_c","C9H11N2O15P3",-4,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1825,"iJS2012","L-Valine","val_DASH_L_c","C5H11NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1826,"iJS2012","Xanthosine 5'-phosphate","xmp_c","C10H11N4O9P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1827,"iJS2012","D-Xylulose 5-phosphate","xu5p_DASH_D_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
1828,"iJS2012","Acetate","ac_e","C2H3O2",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1829,"iJS2012","CO2","co2_e","CO2",0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1830,"iJS2012","Ethanol","etoh_e","C2H6O",0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1831,"iJS2012","Formate","for_e","CHO2",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1832,"iJS2012","Fumarate","fum_e","C4H2O4",-2,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1833,"iJS2012","D-Glucose","glc_DASH_D_e","C6H12O6",0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1834,"iJS2012","Glycerol","glyc_e","C3H8O3",0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1835,"iJS2012","H+","h_e","H",1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1836,"iJS2012","H2O","h2o_e","H2O",0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1837,"iJS2012","D-Lactate","lac_DASH_D_e","C3H5O3",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1838,"iJS2012","L-Lactate","lac_DASH_L_e","C3H5O3",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1839,"iJS2012","Sodium","na1_e","Na",1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1840,"iJS2012","Ammonium","nh4_e","H4N",1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1841,"iJS2012","Nitrite","no2_e","NO2",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1842,"iJS2012","Nitrate","no3_e","NO3",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1843,"iJS2012","O2","o2_e","O2",0,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1844,"iJS2012","Phosphate","pi_e","HO4P",-2,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1845,"iJS2012","Pyruvate","pyr_e","C3H3O3",-1,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1846,"iJS2012","Sulfate","so4_e","O4S",-2,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1847,"iJS2012","Succinate","succ_e","C4H4O4",-2,"e","0","E",True,NULL,NULL,NULL,NULL,NULL
1848,"iJS2012","cis-Aconitate","acon_DASH_C_c","C6H3O6",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2787,"ecoli_inca02","Acetyl-CoA","accoa_c","C23H34N7O17P3S",-4,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2788,"ecoli_inca02","Dihydroxyacetone phosphate","dhap_c","C3H5O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2789,"ecoli_inca02","Glycerol 3-phosphate","glyc3p_c","C3H7O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2790,"ecoli_inca02","2-Dehydro-3-deoxy-D-gluconate 6-phosphate","2ddg6p_c","C6H8O9P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2791,"ecoli_inca02","Pyruvate","pyr_c","C3H3O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2792,"ecoli_inca02","Glyceraldehyde 3-phosphate","g3p_c","C3H5O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2793,"ecoli_inca02","CO2","co2_c","CO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2794,"ecoli_inca02","PDO_c","PDO_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2795,"ecoli_inca02","HPA_c","HPA_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2796,"ecoli_inca02","2-Oxoglutarate","akg_c","C5H4O5",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2797,"ecoli_inca02","L-Glutamate","glu_DASH_L_c","C5H8NO4",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2798,"ecoli_inca02","L-Glutamine","gln_DASH_L_c","C5H10N2O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2799,"ecoli_inca02","L-Proline","pro_DASH_L_c","C5H9NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2800,"ecoli_inca02","EC2_c","EC2_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2801,"ecoli_inca02","D-Xylulose 5-phosphate","xu5p_DASH_D_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2802,"ecoli_inca02","D-Erythrose 4-phosphate","e4p_c","C4H7O7P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2803,"ecoli_inca02","D-Fructose 6-phosphate","f6p_c","C6H11O9P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2804,"ecoli_inca02","D-Ribulose 5-phosphate","ru5p_DASH_D_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2805,"ecoli_inca02","alpha-D-Ribose 5-phosphate","r5p_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2806,"ecoli_inca02","Sedoheptulose 7-phosphate","s7p_c","C7H13O10P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2807,"ecoli_inca02","EC3_c","EC3_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2808,"ecoli_inca02","6-Phospho-D-gluconate","6pgc_c","C6H10O10P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2809,"ecoli_inca02","Glycerol","glyc_c","C3H8O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2810,"ecoli_inca02","L-Serine","ser_DASH_L_c","C3H7NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2811,"ecoli_inca02","L-Cysteine","cys_DASH_L_c","C3H7NO2S",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2812,"ecoli_inca02","L-Asparagine","asn_DASH_L_c","C4H8N2O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2813,"ecoli_inca02","L-Aspartate","asp_DASH_L_c","C4H6NO4",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2814,"ecoli_inca02","Dummy_c","Dummy_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2815,"ecoli_inca02","Dummy_c.ext","Dummy_c.ext",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2816,"ecoli_inca02","L-Alanine","ala_DASH_L_c","C3H7NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2817,"ecoli_inca02","Fumarate","fum_c","C4H2O4",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2818,"ecoli_inca02","L-Arginine","arg_DASH_L_c","C6H15N4O2",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2819,"ecoli_inca02","5,10-Methylenetetrahydrofolate","mlthf_c","C20H21N7O6",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2820,"ecoli_inca02","Glycine","gly_c","C2H5NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2821,"ecoli_inca02","3-Phospho-D-glycerate","3pg_c","C3H4O7P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2822,"ecoli_inca02","L-Threonine","thr_DASH_L_c","C4H9NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2823,"ecoli_inca02","meso-2,6-Diaminoheptanedioate","26dap_DASH_M_c","C7H14N2O4",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2824,"ecoli_inca02","Succinyl-CoA","succoa_c","C25H35N7O19P3S",-5,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2825,"ecoli_inca02","Succinate","succ_c","C4H4O4",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2720,"ecoli_inca01","Acetate","ac_c","C2H3O2",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2721,"ecoli_inca01","Acetyl-CoA","accoa_c","C23H34N7O17P3S",-4,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2722,"ecoli_inca01","Dihydroxyacetone phosphate","dhap_c","C3H5O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2723,"ecoli_inca01","Glycerol 3-phosphate","glyc3p_c","C3H7O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2724,"ecoli_inca01","2-Dehydro-3-deoxy-D-gluconate 6-phosphate","2ddg6p_c","C6H8O9P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2725,"ecoli_inca01","Pyruvate","pyr_c","C3H3O3",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2726,"ecoli_inca01","Glyceraldehyde 3-phosphate","g3p_c","C3H5O6P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2727,"ecoli_inca01","CO2","co2_c","CO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2728,"ecoli_inca01","PDO_c","PDO_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2729,"ecoli_inca01","HPA_c","HPA_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2730,"ecoli_inca01","2-Oxoglutarate","akg_c","C5H4O5",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2731,"ecoli_inca01","L-Glutamate","glu_DASH_L_c","C5H8NO4",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2732,"ecoli_inca01","L-Glutamine","gln_DASH_L_c","C5H10N2O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2733,"ecoli_inca01","L-Proline","pro_DASH_L_c","C5H9NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2734,"ecoli_inca01","EC2_c","EC2_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2735,"ecoli_inca01","D-Xylulose 5-phosphate","xu5p_DASH_D_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2736,"ecoli_inca01","D-Erythrose 4-phosphate","e4p_c","C4H7O7P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2737,"ecoli_inca01","D-Fructose 6-phosphate","f6p_c","C6H11O9P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2738,"ecoli_inca01","D-Ribulose 5-phosphate","ru5p_DASH_D_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2739,"ecoli_inca01","alpha-D-Ribose 5-phosphate","r5p_c","C5H9O8P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2740,"ecoli_inca01","Sedoheptulose 7-phosphate","s7p_c","C7H13O10P",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2741,"ecoli_inca01","EC3_c","EC3_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2742,"ecoli_inca01","6-Phospho-D-gluconate","6pgc_c","C6H10O10P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2743,"ecoli_inca01","Glycerol","glyc_c","C3H8O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2744,"ecoli_inca01","L-Serine","ser_DASH_L_c","C3H7NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2745,"ecoli_inca01","L-Cysteine","cys_DASH_L_c","C3H7NO2S",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2746,"ecoli_inca01","L-Asparagine","asn_DASH_L_c","C4H8N2O3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2747,"ecoli_inca01","L-Aspartate","asp_DASH_L_c","C4H6NO4",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2748,"ecoli_inca01","Dummy_c","Dummy_c",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2749,"ecoli_inca01","Dummy_c.ext","Dummy_c.ext",NULL,0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2750,"ecoli_inca01","L-Alanine","ala_DASH_L_c","C3H7NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2751,"ecoli_inca01","Fumarate","fum_c","C4H2O4",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2752,"ecoli_inca01","L-Arginine","arg_DASH_L_c","C6H15N4O2",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2753,"ecoli_inca01","5,10-Methylenetetrahydrofolate","mlthf_c","C20H21N7O6",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2754,"ecoli_inca01","Glycine","gly_c","C2H5NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2755,"ecoli_inca01","3-Phospho-D-glycerate","3pg_c","C3H4O7P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2756,"ecoli_inca01","L-Threonine","thr_DASH_L_c","C4H9NO3",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2757,"ecoli_inca01","meso-2,6-Diaminoheptanedioate","26dap_DASH_M_c","C7H14N2O4",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2758,"ecoli_inca01","Succinyl-CoA","succoa_c","C25H35N7O19P3S",-5,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2759,"ecoli_inca01","Succinate","succ_c","C4H4O4",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2760,"ecoli_inca01","Oxaloacetate","oaa_c","C4H2O5",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2761,"ecoli_inca01","L-Lysine","lys_DASH_L_c","C6H15N2O2",1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2762,"ecoli_inca01","Acetate","ac_c.ext","C2H3O2",-1,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2763,"ecoli_inca01","Isocitrate","icit_c","C6H5O7",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2764,"ecoli_inca01","Citrate","cit_c","C6H5O7",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2765,"ecoli_inca01","L-Malate","mal_DASH_L_c","C4H4O5",-2,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2766,"ecoli_inca01","L-Tryptophan","trp_DASH_L_c","C11H12N2O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2767,"ecoli_inca01","Phosphoenolpyruvate","pep_c","C3H2O6P",-3,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2768,"ecoli_inca01","L-Histidine","his_DASH_L_c","C6H9N3O2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
2769,"ecoli_inca01","L-Phenylalanine","phe_DASH_L_c","C9H11NO2",0,"c","0","E",True,NULL,NULL,NULL,NULL,NULL
