"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype","id","precursor_fragment_elements","product_fragment_elements"
"118.0495836044","90.018283476",NULL,"3-Methyl-2-oxobutanoate-C2[13C]3H7O3_[13C]3H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C2[13C]3H7O3-",NULL,"[13C]3H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m3-3","5000","1","3mob.3mob_m3-3",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","118.0495836044","90.018283476","isotopomer_13C",1692,"{C,C,C,C,C}","{C,C,C,C,C}"
"119.0529384422","89.0149286382",NULL,"3-Methyl-2-oxobutanoate-C[13C]4H7O3_C[13C]2H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C[13C]4H7O3-",NULL,"C[13C]2H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m4-2","5000","1","3mob.3mob_m4-2",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","119.0529384422","89.0149286382","isotopomer_13C",1693,"{C,C,C,C,C}","{C,C,C,C,C}"
"119.0529384422","90.018283476",NULL,"3-Methyl-2-oxobutanoate-C[13C]4H7O3_[13C]3H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C[13C]4H7O3-",NULL,"[13C]3H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m4-3","5000","1","3mob.3mob_m4-3",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","119.0529384422","90.018283476","isotopomer_13C",1694,"{C,C,C,C,C}","{C,C,C,C,C}"
"120.05629328","90.018283476",NULL,"3-Methyl-2-oxobutanoate-[13C]5H7O3_[13C]3H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"[13C]5H7O3-",NULL,"[13C]3H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m5-3","5000","1","3mob.3mob_m5-3",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","120.05629328","90.018283476","isotopomer_13C",1695,"{C,C,C,C,C}","{C,C,C,C,C}"
"102.0555035062","44.9976542763",NULL,"4-Aminobutanoate-C4H8NO2_CHO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C4H8NO2-",NULL,"CHO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m0-0","5000","1","4abut.4abut_m0-0",False,False,"{t,t,t,t}","{t,f,f,f}","102.0555035062","44.9976542763","isotopomer_13C",1696,"{C,C,C,C}","{C,C,C,C}"
"103.058858344","44.9976542763",NULL,"4-Aminobutanoate-C3[13C]H8NO2_CHO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C3[13C]H8NO2-",NULL,"CHO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m1-0","5000","1","4abut.4abut_m1-0",False,False,"{t,t,t,t}","{t,f,f,f}","103.058858344","44.9976542763","isotopomer_13C",1697,"{C,C,C,C}","{C,C,C,C}"
"103.058858344","46.0010091141",NULL,"4-Aminobutanoate-C3[13C]H8NO2_[13C]HO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C3[13C]H8NO2-",NULL,"[13C]HO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m1-1","5000","1","4abut.4abut_m1-1",False,False,"{t,t,t,t}","{t,f,f,f}","103.058858344","46.0010091141","isotopomer_13C",1698,"{C,C,C,C}","{C,C,C,C}"
"104.0622131818","44.9976542763",NULL,"4-Aminobutanoate-C2[13C]2H8NO2_CHO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C2[13C]2H8NO2-",NULL,"CHO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m2-0","5000","1","4abut.4abut_m2-0",False,False,"{t,t,t,t}","{t,f,f,f}","104.0622131818","44.9976542763","isotopomer_13C",1699,"{C,C,C,C}","{C,C,C,C}"
"104.0622131818","46.0010091141",NULL,"4-Aminobutanoate-C2[13C]2H8NO2_[13C]HO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C2[13C]2H8NO2-",NULL,"[13C]HO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m2-1","5000","1","4abut.4abut_m2-1",False,False,"{t,t,t,t}","{t,f,f,f}","104.0622131818","46.0010091141","isotopomer_13C",1700,"{C,C,C,C}","{C,C,C,C}"
"105.0655680196","44.9976542763",NULL,"4-Aminobutanoate-C[13C]3H8NO2_CHO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C[13C]3H8NO2-",NULL,"CHO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m3-0","5000","1","4abut.4abut_m3-0",False,False,"{t,t,t,t}","{t,f,f,f}","105.0655680196","44.9976542763","isotopomer_13C",1701,"{C,C,C,C}","{C,C,C,C}"
"105.0655680196","46.0010091141",NULL,"4-Aminobutanoate-C[13C]3H8NO2_[13C]HO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"C[13C]3H8NO2-",NULL,"[13C]HO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m3-1","5000","1","4abut.4abut_m3-1",False,False,"{t,t,t,t}","{t,f,f,f}","105.0655680196","46.0010091141","isotopomer_13C",1702,"{C,C,C,C}","{C,C,C,C}"
"106.0689228574","46.0010091141",NULL,"4-Aminobutanoate-[13C]4H8NO2_[13C]HO2","-25.9","-10","-21.8","-5.2",NULL,NULL,"-",NULL,NULL,"[13C]4H8NO2-",NULL,"[13C]HO2-",NULL,"4abut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4abut.4abut_m4-1","5000","1","4abut.4abut_m4-1",False,False,"{t,t,t,t}","{t,f,f,f}","106.0689228574","46.0010091141","isotopomer_13C",1703,"{C,C,C,C}","{C,C,C,C}"
"135","92",NULL,"Hypoxanthine","-62","-6","-22","-4",NULL,1,"-",1,NULL,"C5H3N4O-",NULL,"C4H2N3+","?","hxan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","hxan","5000","1",NULL,True,True,NULL,NULL,"135.0306857",NULL,"tuning",1,NULL,NULL
"133","115",NULL,"L-Malate","-55","-4","-15","-5.4",NULL,1,"-",1,NULL,"C4H5O5-","Bajad 2006","C4H3O4-","Loss of H2O","mal-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","mal-L","800000","1",NULL,True,True,"{t,t,t,t}","{t,t,t,t}","133.0136983",NULL,"tuning",2,"{C,C,C,C}","{C,C,C,C}"
"131","85",NULL,"L-Ornithine","-61.8","-10","-17.4","-7.9",NULL,1,"-",1,NULL,"C5H11N2O2-",NULL,"C4H9N2-",NULL,"orn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","orn","5000","1",NULL,True,True,NULL,NULL,"131.0820526",NULL,"tuning",3,NULL,NULL
"145.001","127",NULL,"L-Glutamine","-19.9","-10","-13.3","-17.7",NULL,1,"-",1,"49000","C5H9N2O3-","Bennette 2011","C5H7N2O2-",NULL,"gln-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L","5000","1",NULL,True,True,"{t,t,t,t,t}","{t,t,t,t,t}","145.0613172",NULL,"tuning",4,"{C,C,C,C,C}","{C,C,C,C,C}"
"332","119",NULL,"dAMP","40.1","10","69.1","13.6",NULL,NULL,"+",NULL,"51000","C10H15N5O6P+",NULL,NULL,NULL,"damp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","damp","5000","1",NULL,False,False,NULL,NULL,"332.0759948",NULL,"tuning",5,NULL,NULL
"259","79",NULL,"alpha-D-Galactose 1-phosphate","-117.6","-10","-73","-10",NULL,NULL,"-",NULL,"4000000","C6H12O9P-",NULL,"O3P-",NULL,"gal1p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gal1p","5000","1",NULL,False,False,NULL,NULL,"259.0218935",NULL,"tuning",6,NULL,NULL
"259","97",NULL,"alpha-D-Galactose 1-phosphate","-65.35","-10","-22.95","-5.22",NULL,NULL,"-",NULL,"2500000","C6H12O9P-",NULL,"H2O4P-",NULL,"gal1p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gal1p","5000","1",NULL,False,False,NULL,NULL,"259.0218935",NULL,"tuning",7,NULL,NULL
"323","255",NULL,"UMP","-47.9","-10","-14.2","-4.2",NULL,NULL,"-",3,"690000","C9H12N2O9P-",NULL,NULL,NULL,"ump",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ump","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t}",NULL,"323.0280415",NULL,"tuning",510,"{C,C,C,C,C,C,C,C,C}",NULL
"330","79",NULL,"dAMP","-41.8","-10","-73.4","-9.1",NULL,1,"-",1,"370000","C10H13N5O6P-",NULL,"O3P-",NULL,"damp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","damp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","330.0603447",NULL,"tuning",511,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"156.953","139",NULL,"Orotate","200","10","11","8",NULL,NULL,"+",1,NULL,"C5H5N2O4+",NULL,NULL,NULL,"orot",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","orot","5000","1",NULL,False,False,NULL,NULL,"157.0249317",NULL,"tuning",575,NULL,NULL
"126","85",NULL,"Taurine","49","10","11.8","10.8",NULL,NULL,"+",1,"320000","C2H8NO3S+",NULL,NULL,NULL,"taur",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","taur","5000","1",NULL,False,False,NULL,NULL,"126.0224888",NULL,"tuning",628,NULL,NULL
"664","79",NULL,"Nicotinamide adenine dinucleotide - reduced","-30","-10","-132.8","-12.7",NULL,2,"-",1,"100000","C21H28N7O14P2-",NULL,"O3P-",NULL,"nadh",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","nadh","5000","1",NULL,True,False,NULL,NULL,"664.1169467",NULL,"tuning",651,NULL,NULL
"229","139",NULL,"alpha-D-Ribose 5-phosphate","-46.2","-10","-19.4","-7.3",NULL,2,"-",3,"110000","C5H10O8P-",NULL,"C2H4O5P-",NULL,"r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p","5000","1",NULL,True,False,"{t,t,t,t,t}","{f,f,f,t,t}","229.0113288",NULL,"tuning",703,"{C,C,C,C,C}","{C,C,C,C,C}"
"111","42",NULL,"Uracil","-100","-10","-26","-7",NULL,1,"-",NULL,NULL,"C4H3N2O2-",NULL,"CNO",NULL,"ura",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ura","5000","1",NULL,True,True,NULL,NULL,"111.0194524",NULL,"tuning",729,NULL,NULL
"135","92",NULL,"Hypoxanthine","-62","-6","-22","-4",NULL,1,"-",1,NULL,"C5H3N4O-",NULL,"C4H2N3+","?","hxan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","hxan","5000","1","hxan.hxan_1.Light",True,True,NULL,NULL,"135.0306857",NULL,"quantification",839,NULL,NULL
"258","79",NULL,"D-Glucosamine 6-phosphate","-54.3","-10","-63","-9.2",NULL,1,"-",1,"390000","C6H13NO8P-","Beuscher 2010","O3P-",NULL,"gam6p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p","5000","1","gam6p.gam6p_1.Light",True,True,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","258.0378779",NULL,"quantification",872,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"322","278",NULL,"CMP","-25.8","-10","-33.8","-13.8",NULL,2,"-",NULL,NULL,"C9H13N3O8P-",NULL,"C8H9NO8P-",NULL,"cmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","cmp","5000","1","cmp.cmp_2.Light",True,False,NULL,NULL,"322.0440259",NULL,"quantification",923,NULL,NULL
"282","133",NULL,"Guanosine","-110","-10","-42","-9",NULL,2,"-",NULL,NULL,"C10H12N5O5-",NULL,"C5HN4O-",NULL,"gsn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gsn","5000","1","gsn.gsn_2.Light",True,False,NULL,NULL,"282.0838435",NULL,"quantification",1081,NULL,NULL
"129","85",NULL,"Glutaconate","-37.9","-10","-11.3","-4.6",NULL,1,"-",1,"68000","C5H5O4-",NULL,"C4H5O2-",NULL,"glutacon","C02214","Da","Da","Da","count","volts","volts","volts","volts","volts","glutacon","180000","1",NULL,True,True,"{t,t,t,t,t}",NULL,"129.0187836",NULL,"tuning",1275,"{C,C,C,C,C}",NULL
"522","150",NULL,"GTP","0","0","0","0",NULL,NULL,"-",NULL,NULL,"C10H15N5O14P3-",NULL,"C5H4N5O-","Guanine","gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}","521.9828347",NULL,"tuning",1286,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"118","101",NULL,"L-Threonine",NULL,NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,"C4H8NO3-",NULL,"C4H5O3-","Loss of NH3","thr-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","thr-L","5000","1",NULL,False,False,"{t,t,t,t}","{t,t,t,t}","118.0504181",NULL,"tuning",1294,"{C,C,C,C}","{C,C,C,C}"
"184.9851141","141",NULL,"3-Phospho-D-glycerate",NULL,NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,"C3H6O7P-",NULL,"C2H6O5P-","Loss of CO2","Pool_2pg_3pg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,False,False,"{t,t,t}","{f,t,t}","184.9851141",NULL,"tuning",1327,"{C,C,C}","{C,C,C}"
"356.001","79",NULL,"dGMP-UC13","-22","-10","-76.9","-9.1",NULL,1,"-",NULL,NULL,"C10H13N5O7P-",NULL,"O3P-",NULL,"dgmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp-UC13","5000000","1","dgmp.dgmp_2.Heavy",False,NULL,NULL,NULL,NULL,NULL,"quantification",1325,NULL,NULL
"265.0420225209","78.9585053763",NULL,"D-Glucose 1-phosphate-[13C]6H12O9P_O3P","-53.8","-10","-63.9","-9.12",NULL,NULL,"-",NULL,NULL,"[13C]6H12O9P-","Beuscher 2010","O3P-",NULL,"g1p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","g1p.g1p_m6-0","5000","1","g1p.g1p_m6-0",False,False,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","265.0420225209","78.9585053763","isotopomer_13C",1341,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"229.0443919841","96.0351639074",NULL,"chorismate-C4[13C]6H7O6_C[13C]5H3O","-42.08","-10","-19.96","-11.3",NULL,NULL,"-",NULL,NULL,"C10H9O6-",NULL,"C[13C]5H3O-","hydroxy-phenol","chor",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","chor.chor_m6-5","5000","1","chor.chor_m6-5",False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,t,t,t,t,t,t,f,f,f}","225.0399130215","96.0351639074","isotopomer_13C",1378,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"569.051674307","78.9585053763",NULL,"UDPglucose-C9[13C]6H21N2O17P2_O3P","-30","-10","-120","-12.09",NULL,NULL,"-",NULL,NULL,"C15H23N2O17P2-",NULL,"O3P-","pi","udpg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udpg.udpg_m6-0","5000","1","udpg.udpg_m6-0",False,False,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","565.0471953444","78.9585053763","isotopomer_13C",1388,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}"
"205.0887622833","116.0500241978",NULL,"L-Tryptophan-C9[13C]2H11N2O2_C8H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C9[13C]2H11N2O2-","Beuscher 2010","C8H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m2-0","5000","1","trp-L.trp-L_m2-0",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","205.0887622833","116.0500241978","isotopomer_13C",1399,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"133.0685885064","88.0754044244",NULL,"4-Methyl-2-oxopentanoate-C2[13C]4H9O3_C2[13C]3H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C2[13C]4H9O3-",NULL,"C2[13C]3H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m4-3","5000","1","4mop.4mop_m4-3",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","133.0685885064","88.0754044244","isotopomer_13C",1711,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"90.018283476","31.9898292442",NULL,"Pyruvate-[13C]3H3O3_O2","-46","-8","-14","-15",NULL,NULL,"-",NULL,NULL,"[13C]3H3O3-",NULL,"O2-",NULL,"pyr",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","pyr.pyr_m3-0","5000","1","pyr.pyr_m3-0",True,False,"{t,t,t}","{f,f,f}","90.018283476","31.9898292442","isotopomer_13C",1789,"{C,C,C}","{C,C,C}"
"207.0954719589","118.0567338734",NULL,"L-Tryptophan-C7[13C]4H11N2O2_C6[13C]2H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C7[13C]4H11N2O2-","Beuscher 2010","C6[13C]2H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m4-2","5000","1","trp-L.trp-L_m4-2",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","207.0954719589","118.0567338734","isotopomer_13C",1409,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"212.1122461479","122.0701532246",NULL,"L-Tryptophan-C2[13C]9H11N2O2_C2[13C]6H6N","-57.9","-10","-20.9","-4.9",NULL,NULL,"-",NULL,NULL,"C2[13C]9H11N2O2-","Beuscher 2010","C2[13C]6H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L.trp-L_m9-6","5000","1","trp-L.trp-L_m9-6",False,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","212.1122461479","122.0701532246","isotopomer_13C",1429,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"229.002","79",NULL,"D-Arabinose 5-phosphate","-57.6","-10","-54.2","-9.6",NULL,3,"-",NULL,NULL,"C5H10O8P-",NULL,"O3P-",NULL,"ara5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,False,False,NULL,NULL,"229.0113288078",NULL,"tuning",1460,NULL,NULL
"579.001","79",NULL,"UDP-D-glucuronate","-30","-10","-110","-12",NULL,NULL,"-",3,"240000","C15H21N2O18P2-",NULL,"O3P-",NULL,"udpglcur",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts",NULL,"5000","1",NULL,False,False,NULL,NULL,"579.0264599023",NULL,"tuning",1450,NULL,NULL
"102.0272238646","31.9898292442",NULL,"2-Oxobutanoate-C3[13C]H5O3_O2","-33.9","-10","-11.7","-15.7",NULL,NULL,"-",NULL,NULL,"C3[13C]H5O3-",NULL,"O2-","?","2obut",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","2obut.2obut_m1-0","5000","1","2obut.2obut_m1-0",False,False,"{t,t,t,t}","{f,f,f,f}","102.0272238646","31.9898292442","isotopomer_13C",1470,"{C,C,C,C}","{C,C,C,C}"
"315.0599655848","78.9585053763",NULL,"dUMP-C[13C]8H12N2O8P_O3P","-40.5","-10","-78","-9.1",NULL,NULL,"-",NULL,NULL,"C[13C]8H12N2O8P-",NULL,"O3P-",NULL,"dump",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dump.dump_m8-0","5000","1","dump.dump_m8-0",False,True,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","315.0599655848","78.9585053763","isotopomer_13C",1482,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"205","87",NULL,"2-Hydroxybutane-1,2,3-tricarboxylate","-33.9","-10","-27","-5",NULL,2,"-",2,"980000","C7H9O7-",NULL,"C3H3O3-",NULL,"2mcit",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","2mcit","5000","1","2mcit.2mcit_2.Light",True,False,NULL,NULL,"205.0348276436","87.0082189626","quantification",1519,NULL,NULL
"229.002","97",NULL,"D-Arabinose 5-phosphate","-53.1","-10","-18.9","-5.3",NULL,1,"-",NULL,NULL,"C5H10O8P-",NULL,"H2O4P-","Phosphate","ara5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ara5p","5000","1","ara5p.ara5p_1.Light",True,True,NULL,NULL,"229.0113288078","96.9690700626","quantification",1580,NULL,NULL
"346.002","79",NULL,"dGMP","-22","-10","-76.9","-9.1",NULL,1,"-",2,"340000","C10H13N5O7P-",NULL,"O3P-",NULL,"dgmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","346.0552593",NULL,"tuning",1658,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"115.039519091","87.0082189626",NULL,"3-Methyl-2-oxobutanoate-C5H7O3_C3H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C5H7O3-",NULL,"C3H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m0-0","5000","1","3mob.3mob_m0-0",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","115.039519091","87.0082189626","isotopomer_13C",1684,"{C,C,C,C,C}","{C,C,C,C,C}"
"129.0551691552","85.065339911",NULL,"4-Methyl-2-oxopentanoate-C6H9O3_C5H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C6H9O3-",NULL,"C5H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m0-0","5000","1","4mop.4mop_m0-0",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","129.0551691552","85.065339911","isotopomer_13C",1704,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"130.058523993","85.065339911",NULL,"4-Methyl-2-oxopentanoate-C5[13C]H9O3_C5H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C5[13C]H9O3-",NULL,"C5H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m1-0","5000","1","4mop.4mop_m1-0",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","130.058523993","85.065339911","isotopomer_13C",1705,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"130.058523993","86.0686947488",NULL,"4-Methyl-2-oxopentanoate-C5[13C]H9O3_C4[13C]H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C5[13C]H9O3-",NULL,"C4[13C]H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m1-1","5000","1","4mop.4mop_m1-1",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","130.058523993","86.0686947488","isotopomer_13C",1706,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"131.0618788308","86.0686947488",NULL,"4-Methyl-2-oxopentanoate-C4[13C]2H9O3_C4[13C]H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C4[13C]2H9O3-",NULL,"C4[13C]H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m2-1","5000","1","4mop.4mop_m2-1",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","131.0618788308","86.0686947488","isotopomer_13C",1707,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"131.0618788308","87.0720495866",NULL,"4-Methyl-2-oxopentanoate-C4[13C]2H9O3_C3[13C]2H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C4[13C]2H9O3-",NULL,"C3[13C]2H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m2-2","5000","1","4mop.4mop_m2-2",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","131.0618788308","87.0720495866","isotopomer_13C",1708,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"132.0652336686","87.0720495866",NULL,"4-Methyl-2-oxopentanoate-C3[13C]3H9O3_C3[13C]2H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C3[13C]3H9O3-",NULL,"C3[13C]2H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m3-2","5000","1","4mop.4mop_m3-2",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","132.0652336686","87.0720495866","isotopomer_13C",1709,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"132.0652336686","88.0754044244",NULL,"4-Methyl-2-oxopentanoate-C3[13C]3H9O3_C2[13C]3H9O","-35.3","-10","-12","-10.1",NULL,NULL,"-",NULL,NULL,"C3[13C]3H9O3-",NULL,"C2[13C]3H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop.4mop_m3-3","5000","1","4mop.4mop_m3-3",False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","132.0652336686","88.0754044244","isotopomer_13C",1710,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"148.0432242604","46.9955457863",NULL,"L-Methionine-C5H10NO2S_CH3S","-80.1","-10","-28.2","-6.3",NULL,NULL,"-",NULL,NULL,"C5H10NO2S-",NULL,"CH3S-",NULL,"met-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","met-L.met-L_m0-0","5000","1","met-L.met-L_m0-0",True,True,"{t,t,t,t,t}","{f,f,f,f,t}","148.0432242604","46.9955457863","isotopomer_13C",1745,"{C,C,C,C,C}","{C,C,C,C,C}"
