sample_name_abbreviation,component_group_name,component_name,calculated_concentration_units,var,ci_level,max,test_stat,median,used_,ci_lb,iq_1,cv,min,n,iq_3,ci_ub,mean,pvalue_corrected,index_
EColi_DH5a,,mar_pgm_eno,ratio,0.000113452,0.95,0.109206716,20.8974265,0.089970477,TRUE,0.079692617,0.087732707,11.72148993,0.076321367,6,0.092068265,0.102048499,0.090870558,4.64776E-06,820
EColi_DH5a,,mar_pgm_eno_denominator,ratio,0.638944964,0.95,4.954848577,12.31508809,4.10117566,TRUE,3.179918133,3.758138787,19.89015202,2.674817858,6,4.502920364,4.857630595,4.018774364,6.25049E-05,821
EColi_DH5a,,mar_pgm_eno_numerator,ratio,0.003469898,0.95,0.433388055,14.98878182,0.349211337,TRUE,0.298635446,0.318118936,16.34215357,0.292108073,6,0.41058762,0.422271216,0.360453331,2.39321E-05,822
EColi_DH5a,met-L,met-L.met-L_1.Light,umol*gDW-1,0.004978316,0.95,0.348882289,8.141757055,0.229348402,TRUE,0.160476862,0.202512011,30.08551749,0.140064717,6,0.256778709,0.308567306,0.234522084,0.0004539,823
EColi_DH5a,mmal,mmal.mmal_1.Light,umol*gDW-1,0.000272492,0.95,0.056975655,5.521166253,0.03484462,TRUE,0.019884259,0.029705588,44.36544075,0.013126597,6,0.050307506,0.054531031,0.037207645,0.002669675,826
EColi_DH5a,,n2_ratio01,ratio,0.002085759,0.95,0.1827874,5.377018432,0.0807121,TRUE,0.052325298,0.07034279,45.55479536,0.065058819,6,0.114199596,0.14818099,0.100253144,0.002997583,827
EColi_DH5a,,n2_ratio01_denominator,ratio,49.84186132,0.95,68.6808692,19.47842951,53.67952527,TRUE,48.73150538,51.56106763,12.5753965,49.80374961,6,58.527706,63.54927817,56.14039178,6.58184E-06,828
EColi_DH5a,,n2_ratio01_numerator,ratio,4.023899929,0.95,9.103497897,6.661069249,4.508600803,TRUE,3.349831957,4.39703299,36.7732214,3.773288189,6,5.9841158,7.560096558,5.454964257,0.001150912,829
EColi_DH5a,,n2_ratio02,ratio,0.129972951,0.95,2.678504626,14.87905293,2.224603515,TRUE,1.811569391,1.90441678,16.46267242,1.752474725,6,2.402337606,2.568249459,2.189909425,2.48105E-05,830
EColi_DH5a,,n2_ratio02_denominator,ratio,44.6591008,0.95,39.19079015,9.666832665,24.91667101,TRUE,19.36013227,22.52432,25.33911393,20.60573186,6,26.39121826,33.38635697,26.37324462,0.000201064,831
EColi_DH5a,,n2_ratio02_numerator,ratio,49.84186132,0.95,68.6808692,19.47842951,53.67952527,TRUE,48.73150538,51.56106763,12.5753965,49.80374961,6,58.527706,63.54927817,56.14039178,6.58184E-06,832
EColi_DH5a,,n2_ratio03,ratio,0.007190036,0.95,0.33909781,6.217042948,0.183244521,TRUE,0.126229682,0.176840693,39.39959501,0.114013936,6,0.268551222,0.304201538,0.21521561,0.001573807,833
EColi_DH5a,,n2_ratio03_denominator,ratio,44.6591008,0.95,39.19079015,9.666832665,24.91667101,TRUE,19.36013227,22.52432,25.33911393,20.60573186,6,26.39121826,33.38635697,26.37324462,0.000201064,834
EColi_DH5a,,n2_ratio03_numerator,ratio,4.023899929,0.95,9.103497897,6.661069249,4.508600803,TRUE,3.349831957,4.39703299,36.7732214,3.773288189,6,5.9841158,7.560096558,5.454964257,0.001150912,835
EColi_DH5a,,nad(p)_ratio,ratio,1.48028E-06,0.95,0.013364581,23.72764356,0.011666414,TRUE,0.010508773,0.011008692,10.32335864,0.010227575,6,0.012665922,0.013062403,0.011785588,2.47629E-06,836
EColi_DH5a,,nad(p)_ratio_denominator,ratio,0.021538813,0.95,3.808247752,61.18298083,3.713441141,TRUE,3.511759374,3.611280704,4.003547571,3.409827254,6,3.757712434,3.819791975,3.665775674,2.21E-08,837
EColi_DH5a,,nad(p)_ratio_numerator,ratio,2.40949E-05,0.95,0.049492853,21.56095235,0.041111404,TRUE,0.038055723,0.039902725,11.36076785,0.038494519,6,0.047427007,0.04835835,0.043207037,3.98113E-06,838
EColi_DH5a,nad,nad.nad_1.Light,umol*gDW-1,0.023899551,0.95,3.170281694,47.66453199,3.034539713,TRUE,2.846017217,2.926322565,5.139019813,2.76455634,6,3.125154466,3.170491792,3.008254504,7.68E-08,839
EColi_DH5a,,nad_ratio,ratio,1.01562E-06,0.95,0.007592611,15.65658476,0.006577651,TRUE,0.005383909,0.00560113,15.64510895,0.005190061,6,0.00722101,0.007499112,0.00644151,1.93206E-05,841
EColi_DH5a,,nad_ratio_denominator,ratio,0.023740689,0.95,3.186821491,48.13281521,3.057410007,TRUE,2.865999036,2.946039023,5.089022389,2.783412652,6,3.143508374,3.189393414,3.027696225,7.31E-08,842
EColi_DH5a,,nad_ratio_numerator,ratio,7.89438E-06,0.95,0.023017743,16.94927866,0.018736171,TRUE,0.016493127,0.017327204,14.45188195,0.016539797,6,0.021756212,0.022390314,0.01944172,1.30763E-05,843
EColi_DH5a,nadh,nadh.nadh_1.Light,umol*gDW-1,7.89438E-06,0.95,0.023017743,16.94927866,0.018736171,TRUE,0.016493127,0.017327204,14.45188195,0.016539797,6,0.021756212,0.022390314,0.01944172,1.30763E-05,845
EColi_DH5a,nadp,nadp.nadp_1.Light,umol*gDW-1,0.003131076,0.95,0.698255358,26.89176711,0.617541592,TRUE,0.555591895,0.56764569,9.108697589,0.552394569,6,0.641238872,0.673036371,0.614314133,1.32982E-06,847
EColi_DH5a,,nadp_ratio,ratio,8.39052E-06,0.95,0.040739145,31.55616713,0.037487119,TRUE,0.034276855,0.035319203,7.762317054,0.033356263,6,0.039547235,0.040356529,0.037316692,6.00E-07,848
EColi_DH5a,,nadp_ratio_denominator,ratio,0.003306874,0.95,0.725025366,27.17950482,0.641120584,TRUE,0.577731203,0.589335445,9.012267734,0.575854385,6,0.665241681,0.698427695,0.638079449,1.2613E-06,849
EColi_DH5a,,nadp_ratio_numerator,ratio,5.42893E-06,0.95,0.026770008,24.9840171,0.023354591,TRUE,0.021320125,0.022278384,9.80422697,0.02089485,6,0.025562305,0.026210507,0.023765316,1.91676E-06,850
EColi_DH5a,nadph,nadph.nadph_1.Light,umol*gDW-1,5.42893E-06,0.95,0.026770008,24.9840171,0.023354591,TRUE,0.021320125,0.022278384,9.80422697,0.02089485,6,0.025562305,0.026210507,0.023765316,1.91676E-06,852
EColi_DH5a,,nc,ratio,0.000464769,0.95,0.404836433,43.54301405,0.390207303,TRUE,0.360607263,0.375644989,5.625448298,0.345457951,6,0.39596872,0.405855759,0.383231511,1.21E-07,853
EColi_DH5a,,nc_denominator,ratio,155.9631369,0.95,112.3399556,17.25410068,83.25609728,TRUE,74.86270246,80.48397552,14.19656572,79.57156814,6,88.18498733,101.0744988,87.96860065,1.19767E-05,854
EColi_DH5a,,nc_numerator,ratio,9.304099148,0.95,38.80873084,26.92212407,33.2755716,TRUE,30.32410634,31.6636143,9.098426766,30.05290658,6,34.27780669,36.72621395,33.52516015,1.32239E-06,855
EColi_DH5a,oaa,oaa.oaa_1.Light,umol*gDW-1,0.517010046,0.95,2.649962769,6.551828262,2.157803142,TRUE,1.168672771,1.329778199,37.38635454,0.975011478,6,2.448325521,2.677832805,1.923252788,0.001241008,856
EColi_DH5a,orn,orn.orn_1.Light,umol*gDW-1,12129.2666,0.95,1146.651134,21.91287345,976.8438822,TRUE,869.6601546,896.0950593,11.17831374,871.2465868,6,1047.206955,1100.81504,985.2375971,3.67422E-06,858
EColi_DH5a,oxa,oxa.oxa_1.Light,umol*gDW-1,16.32152317,0.95,17.35884069,7.259941797,13.09455188,TRUE,7.734251474,9.221554312,33.73979863,6.410701624,6,13.73956374,16.21367149,11.97396148,0.000774769,860
EColi_DH5a,,p_ratio01,ratio,67.53314427,0.95,46.28994217,10.47202853,33.5438817,TRUE,26.50876374,30.53142741,23.39078562,24.41835842,6,40.9913979,43.75698402,35.13287388,0.000136971,861
EColi_DH5a,,p_ratio01_denominator,ratio,0.039399943,0.95,1.555179479,14.80757642,1.147038781,TRUE,0.991623793,1.061822062,16.54213812,1.023241612,6,1.257011346,1.408237544,1.199930668,2.54035E-05,862
EColi_DH5a,,p_ratio01_numerator,ratio,68.91254347,0.95,51.96355823,12.23203266,39.63815671,TRUE,32.74280353,36.87520963,20.02520604,30.59829552,6,48.11069313,50.16628527,41.4545444,6.45957E-05,863
EColi_DH5a,,p_ratio02,ratio,69.03687022,0.95,54.41809405,12.26934734,42.37685374,TRUE,32.89890032,35.74525437,19.96430351,31.45117576,6,44.75917233,50.33809203,41.61849618,6.36462E-05,864
EColi_DH5a,,p_ratio02_denominator,ratio,0.021721059,0.95,1.224315954,16.69557916,0.949342963,TRUE,0.849871468,0.9131738,14.6714871,0.849523121,6,1.10252487,1.159204505,1.004537986,1.40847E-05,865
EColi_DH5a,,p_ratio02_numerator,ratio,68.91254347,0.95,51.96355823,12.23203266,39.63815671,TRUE,32.74280353,36.87520963,20.02520604,30.59829552,6,48.11069313,50.16628527,41.4545444,6.45957E-05,866
EColi_DH5a,pep,pep.pep_1.Light,umol*gDW-1,0.003469898,0.95,0.433388055,14.98878182,0.349211337,TRUE,0.298635446,0.318118936,16.34215357,0.292108073,6,0.41058762,0.422271216,0.360453331,2.39321E-05,868
EColi_DH5a,phe-L,phe-L.phe-L_1.Light,umol*gDW-1,0.005587631,0.95,0.326613803,6.281124287,0.168277918,TRUE,0.113233686,0.143604854,38.99763213,0.123916503,6,0.212777171,0.270125279,0.191679483,0.001502653,869
EColi_DH5a,phpyr,phpyr.phpyr_1.Light,umol*gDW-1,0.007277436,0.95,0.668634428,15.02797174,0.505994857,TRUE,0.433851035,0.466243244,16.29953653,0.434562839,6,0.555556741,0.612901317,0.523376176,2.36274E-05,871
EColi_DH5a,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,umol*gDW-1,0.638944964,0.95,4.954848577,12.31508809,4.10117566,TRUE,3.179918133,3.758138787,19.89015202,2.674817858,6,4.502920364,4.857630595,4.018774364,6.25049E-05,874
EColi_DH5a,prpp,prpp.prpp_1.Light,height_ratio,260.504555,0.95,63.36063595,6.730532704,46.85573884,TRUE,27.41070697,34.64618339,36.39369795,20.24218211,6,55.36538101,61.2868116,44.34875929,0.001097637,875
EColi_DH5a,pyr,pyr.pyr_1.Light,umol*gDW-1,11.94818884,0.95,10.54994393,4.130617368,4.7137268,TRUE,2.201455464,3.573217276,59.30081449,2.019734223,6,8.516075362,9.456445893,5.828950679,0.009079523,877
EColi_DH5a,r5p,r5p.r5p_1.Light,umol*gDW-1,0.0027314,0.95,0.211006692,7.113542623,0.153932282,TRUE,0.096929502,0.124306164,34.43417538,0.073974383,6,0.191017475,0.206622377,0.151775939,0.000851239,878
EColi_DH5a,,redox_ratio,ratio,0.001094986,0.95,0.79499814,55.38973009,0.757082126,TRUE,0.713542844,0.723945723,4.422281421,0.706210054,6,0.760277723,0.782995697,0.74826927,3.63E-08,880
EColi_DH5a,,redox_ratio_denominator,ratio,35.58843999,0.95,50.29302656,17.78356507,43.5260013,TRUE,37.05042866,38.33478072,13.77389592,36.30852132,6,48.08731811,49.57146513,43.3109469,1.03183E-05,881
EColi_DH5a,,redox_ratio_numerator,ratio,29.22335129,0.95,39.27192705,14.72500055,31.94118722,TRUE,26.82400231,28.5312121,16.63490425,25.90812382,6,36.87954524,38.17021223,32.49710727,2.61098E-05,882
EColi_DH5a,ru5p-D,ru5p-D.ru5p-D_1.Light,umol*gDW-1,0.331542865,0.95,1.594462032,3.325535339,0.780135084,TRUE,0.177465698,0.268405418,73.65700536,0.202324806,6,1.121646317,1.385990723,0.78172821,0.02088099,884
EColi_DH5a,s7p,s7p.s7p_1.Light,umol*gDW-1,0.067459162,0.95,1.127196909,6.829628517,0.655273572,TRUE,0.451603443,0.578545272,35.86563657,0.413719547,6,0.869269295,0.996741215,0.724172329,0.001026592,885
EColi_DH5a,ser-L,ser-L.ser-L_1.Light,umol*gDW-1,0.335136027,0.95,1.768956947,4.28453089,0.917997938,TRUE,0.405072576,0.578072381,57.17054692,0.353166626,6,1.469040027,1.620128769,1.012600672,0.007829681,887
EColi_DH5a,skm,skm.skm_1.Light,umol*gDW-1,0.000237129,0.95,0.044193991,3.942029841,0.026642146,TRUE,0.008621754,0.016510617,62.13777778,0.001382891,6,0.034183527,0.040942225,0.024781989,0.010937635,888
EColi_DH5a,succ,succ.succ_1.Light,umol*gDW-1,0.018284809,0.95,1.002152002,13.42681681,0.704762577,TRUE,0.599306268,0.672787545,18.24326479,0.622202875,6,0.739639308,0.883118438,0.741212353,4.10174E-05,890
EColi_DH5a,succoa,succoa.succoa_1.Light,height_ratio,1.289584301,0.95,5.199475734,7.471193935,3.087250708,TRUE,2.271954196,2.581318425,32.78578717,2.431646104,6,4.194703017,4.655429594,3.463691895,0.000678277,891
EColi_DH5a,thr-L,thr-L.thr-L_1.Light,umol*gDW-1,0.038281275,0.95,2.964869372,32.94759907,2.608240893,TRUE,2.426401692,2.477010302,7.434501487,2.446145653,6,2.699272917,2.837058477,2.631730085,4.84E-07,892
EColi_DH5a,thym,thym.thym_1.Light,umol*gDW-1,0.000188585,0.95,0.108749461,16.19744909,0.08975926,TRUE,0.076396638,0.078864678,15.12268833,0.076167723,6,0.101324867,0.105219669,0.090808154,1.63492E-05,894
EColi_DH5a,trp-L,trp-L.trp-L_1.Light,umol*gDW-1,7.96345E-06,0.95,0.01072688,5.742343031,0.007227426,TRUE,0.003654059,0.005287895,42.65662517,0.002406286,6,0.007404661,0.009576988,0.006615524,0.002244783,897
EColi_DH5a,tyr-L,tyr-L.tyr-L_1.Light,umol*gDW-1,0.01829177,0.95,0.805706918,11.48179326,0.655593261,TRUE,0.492027061,0.529962853,21.33368619,0.458905772,6,0.718805075,0.775893253,0.633960157,8.78196E-05,898
EColi_DH5a,udp,udp.udp_1.Light,umol*gDW-1,0.027027222,0.95,1.237059219,14.80283375,0.972018121,TRUE,0.820977961,0.895528123,16.54743803,0.78255253,6,1.088516279,1.166031521,0.993504741,2.54434E-05,901
EColi_DH5a,udpg,udpg.udpg_1.Light,umol*gDW-1,0.923974063,0.95,7.559593149,15.3056969,5.658021696,TRUE,4.997549887,5.38712188,16.00377793,5.047825411,6,6.527664484,7.015059882,6.006304884,2.15962E-05,902
EColi_DH5a,udpglcur,udpglcur.udpglcur_1.Light,umol*gDW-1,0.002224417,0.95,0.572952527,25.0178828,0.461980112,TRUE,0.432211807,0.455925306,9.790955382,0.447042012,6,0.484780645,0.5312024,0.481707104,1.90391E-06,904
EColi_DH5a,ump,ump.ump_1.Light,umol*gDW-1,0.006888228,0.95,0.752080141,18.72191143,0.633941419,TRUE,0.547250825,0.623582943,13.08354519,0.495735846,6,0.661184624,0.721447386,0.634349106,8.00513E-06,906
EColi_DH5a,ura,ura.ura_1.Light,umol*gDW-1,0.084754858,0.95,1.118694809,5.710013334,0.508187488,TRUE,0.373127868,0.489740976,42.89814401,0.46808848,6,0.865894611,0.984165707,0.678646787,0.002301641,908
EColi_DH5a,uri,uri.uri_1.Light,umol*gDW-1,0.002385334,0.95,0.189866695,4.889216229,0.085774678,TRUE,0.046230784,0.074504214,50.0998448,0.049043366,6,0.099221501,0.148739411,0.097485097,0.004516611,911
EColi_DH5a,utp,utp.utp_1.Light,umol*gDW-1,0.396229932,0.95,5.370594181,17.65929118,4.48057514,TRUE,3.877484833,4.051158349,13.87082708,3.80414532,6,5.008531208,5.198657088,4.53807096,1.06815E-05,912
EColi_DH5a,xan,xan.xan_1.Light,umol*gDW-1,0.000132314,0.95,0.044991472,4.922240998,0.020937227,TRUE,0.011043368,0.016709213,49.76371014,0.012410124,6,0.023318941,0.035186222,0.023114795,0.004388976,914
EColi_MG1655,23dpg,23dpg.23dpg_1.Light,umol*gDW-1,0.041124377,0.95,0.775952072,7.072839328,0.669651628,TRUE,0.372738601,0.422594736,34.6323397,0.308945058,6,0.729079135,0.798371776,0.585555188,0.000874065,917
EColi_MG1655,6pgc,6pgc.6pgc_1.Light,umol*gDW-1,0.059400789,0.95,1.261055822,9.705132414,1.032798563,TRUE,0.709883536,0.766639664,25.23911718,0.654433197,6,1.109392052,1.221426261,0.965654898,0.000197297,919
EColi_MG1655,accoa,accoa.accoa_1.Light,umol*gDW-1,10.34514934,0.95,10.1313749,4.658715515,6.530198364,TRUE,2.741896487,3.450621413,52.57865038,2.2893357,6,8.23144458,9.492680093,6.11728829,0.00553849,920
EColi_MG1655,,accoa_ratio,ratio,0.000258912,0.95,0.618376993,91.40822599,0.602221713,TRUE,0.583575679,0.593806798,2.679725721,0.574121097,6,0.611676316,0.617348052,0.600461865,2.97E-09,922
EColi_MG1655,,accoa_ratio_denominator,ratio,26.87246288,0.95,16.38381604,4.787939713,11.08946332,TRUE,4.69260397,5.773019771,51.15957781,3.86946447,6,13.54487445,15.57287066,10.13273732,0.004935891,923
EColi_MG1655,,accoa_ratio_numerator,ratio,10.34514934,0.95,10.1313749,4.658715515,6.530198364,TRUE,2.741896487,3.450621413,52.57865038,2.2893357,6,8.23144458,9.492680093,6.11728829,0.00553849,924
EColi_MG1655,acon-C,acon-C.acon-C_1.Light,umol*gDW-1,1.023583308,0.95,3.645146282,4.665993273,1.80174398,TRUE,0.865476504,1.29168964,52.49664112,0.774500675,6,2.264296931,2.988952726,1.927214615,0.005502357,926
EColi_MG1655,ade,ade.ade_1.Light,umol*gDW-1,0.000759067,0.95,0.085948339,4.575787594,0.05435581,TRUE,0.022553984,0.043876263,53.53154386,0.004710037,6,0.065376352,0.08038033,0.051467157,0.005970329,927
EColi_MG1655,adn,adn.adn_1.Light,umol*gDW-1,0.00014967,0.95,0.124004599,19.98189452,0.095968259,TRUE,0.086960655,0.093268991,12.25854606,0.090963933,6,0.098633671,0.112638154,0.099799405,5.80145E-06,929
EColi_MG1655,adp,adp.adp_1.Light,umol*gDW-1,0.025968387,0.95,0.939399787,10.92612772,0.708000924,TRUE,0.549694879,0.588517194,22.4186446,0.538157396,6,0.829951732,0.887921893,0.718808386,0.000111626,932
EColi_MG1655,adpglc,adpglc.adpglc_1.Light,umol*gDW-1,5.99269E-05,0.95,0.031764378,6.793262408,0.022855277,TRUE,0.013345154,0.015932373,36.05763469,0.011027407,6,0.025729444,0.029593038,0.021469096,0.001052014,933
EColi_MG1655,akg,akg.akg_1.Light,umol*gDW-1,32.68404167,0.95,14.76165109,3.545337185,10.00102719,TRUE,2.275033938,3.658561931,69.09045924,0.957671998,6,11.78685772,14.27427236,8.274653147,0.016468878,935
EColi_MG1655,amp,amp.amp_1.Light,umol*gDW-1,0.018451206,0.95,0.793557174,10.69908556,0.560798626,TRUE,0.450762065,0.525731351,22.89438409,0.41824721,6,0.674522448,0.735862697,0.593312381,0.000123526,937
EColi_MG1655,arg-L,arg-L.arg-L_1.Light,umol*gDW-1,0.034222533,0.95,2.083912776,24.10606091,1.82341365,TRUE,1.626428544,1.734399558,10.16130239,1.548200594,6,1.910653893,2.014705736,1.82056714,2.28928E-06,938
EColi_MG1655,asn-L,asn-L.asn-L_1.Light,umol*gDW-1,0.115443676,0.95,1.182873871,5.649621382,0.885333749,TRUE,0.427095225,0.556229011,43.35670618,0.288840343,6,0.981130614,1.140228791,0.783662008,0.00241245,940
EColi_MG1655,asp-L,asp-L.asp-L_1.Light,height_ratio,0.060584087,0.95,1.194794064,7.698317492,0.745900985,TRUE,0.515263391,0.581105314,31.81850769,0.538675747,6,0.853955209,1.031876105,0.773569748,0.000589995,942
EColi_MG1655,atp,atp.atp_1.Light,umol*gDW-1,121.3722722,0.95,55.93357514,10.11374962,49.86025848,TRUE,33.92640827,36.18116236,24.21940264,31.2556399,6,53.26241884,57.04948105,45.48794466,0.000161918,943
EColi_MG1655,camp,camp.camp_1.Light,umol*gDW-1,0.002160932,0.95,0.162661736,4.03639171,0.071742851,TRUE,0.027817784,0.049417798,60.68513461,0.029662506,6,0.079303651,0.125385541,0.076601663,0.00995813,945
EColi_MG1655,chor,chor.chor_1.Light,umol*gDW-1,7098.834338,0.95,254.3742677,3.334522886,73.35546806,TRUE,26.2771187,60.66560794,73.45847747,46.76409996,6,156.2611007,203.1166379,114.6968783,0.020676193,947
EColi_MG1655,cit,cit.cit_1.Light,umol*gDW-1,0.036671156,0.95,0.934924727,8.860465084,0.651567702,TRUE,0.491732895,0.605488759,27.64515993,0.428395835,6,0.837588825,0.893660753,0.692696824,0.000304443,949
EColi_MG1655,cit,cit.cit_2.Light,umol*gDW-1,0.417627668,0.95,2.841219716,7.17092971,1.902297769,TRUE,1.213695329,1.450536777,34.15860763,1.066984879,6,2.229489375,2.57007239,1.891883859,0.000820244,951
EColi_MG1655,citr-L,citr-L.citr-L_1.Light,umol*gDW-1,0.013488678,0.95,0.367058947,3.489892854,0.137939706,TRUE,0.043588461,0.105493031,70.18810735,0.032192356,6,0.201747045,0.287352987,0.165470724,0.017472455,952
EColi_MG1655,cmp,cmp.cmp_1.Light,umol*gDW-1,0.075385572,0.95,0.983577836,4.178393103,0.412215176,TRUE,0.180220239,0.317517419,58.62276914,0.203830367,6,0.487321504,0.756495428,0.468357833,0.008668403,954
EColi_MG1655,coa,coa.coa_1.Light,umol*gDW-1,3.922780706,0.95,6.252441146,4.966068743,4.559264953,TRUE,1.936935646,2.297008383,49.32452347,1.58012877,6,5.338819841,6.093962405,4.015449025,0.00422603,955
EColi_MG1655,ctp,ctp.ctp_1.Light,umol*gDW-1,0.218503805,0.95,1.421101877,4.654459424,0.945781787,TRUE,0.397672978,0.499378197,52.62672889,0.312815095,6,1.25141601,1.378777566,0.888225272,0.005559749,958
EColi_MG1655,cytd,cytd.cytd_1.Light,umol*gDW-1,0.000325711,0.95,0.282252122,35.4747795,0.260198279,TRUE,0.24243301,0.24642897,6.904876584,0.241740795,6,0.27655502,0.280312304,0.261372657,3.35E-07,960
EColi_MG1655,dadp,dadp.dadp_1.Light,umol*gDW-1,0.001332189,0.95,0.17009502,8.418470083,0.134465653,TRUE,0.087137768,0.09478406,29.09661398,0.079644259,6,0.14793167,0.163744829,0.125441298,0.000387815,961
EColi_MG1655,datp,datp.datp_1.Light,umol*gDW-1,0.017613361,0.95,0.617203274,8.790254827,0.51507015,TRUE,0.336986917,0.370269638,27.86596966,0.300599873,6,0.5694919,0.615539326,0.476263122,0.000316145,964
EColi_MG1655,dcdp,dcdp.dcdp_1.Light,umol*gDW-1,0.000476168,0.95,0.146883569,14.77319922,0.138902705,TRUE,0.10870695,0.131473011,16.58063163,0.089024229,6,0.144924774,0.154506978,0.131606964,2.56947E-05,966
EColi_MG1655,dcmp,dcmp.dcmp_1.Light,umol*gDW-1,4.89221E-05,0.95,0.031433396,6.449836977,0.016950088,TRUE,0.011077077,0.014626935,37.97754503,0.011575184,6,0.01904432,0.025757491,0.018417284,0.001332731,967
EColi_MG1655,dctp,dctp.dctp_1.Light,umol*gDW-1,0.02640792,0.95,0.47434051,5.159917766,0.427924602,TRUE,0.171782875,0.217048028,47.47148799,0.115804498,6,0.452865623,0.51286024,0.342321558,0.003584984,970
EColi_MG1655,dhap,dhap.dhap_1.Light,umol*gDW-1,17.03592172,0.95,17.43925144,5.709002949,8.258372758,TRUE,5.288328315,7.344731912,42.90573616,6.005587153,6,10.10250764,13.95133447,9.619831391,0.002303445,972
EColi_MG1655,dtdpglu,dtdpglu.dtdpglu_1.Light,umol*gDW-1,8.38331E-05,0.95,0.032635842,4.263797733,0.014962331,TRUE,0.006329138,0.010831263,57.44854462,0.006084017,6,0.016886688,0.025546496,0.015937817,0.007985868,973
EColi_MG1655,dttp,dttp.dttp_1.Light,umol*gDW-1,3.567322088,0.95,7.688738633,8.08573997,7.245818215,TRUE,4.252589922,4.669171607,30.29394653,3.783329016,6,7.537093029,8.216802784,6.234696353,0.00046886,975
EColi_MG1655,dump,dump.dump_1.Light,umol*gDW-1,6.53127E-05,0.95,0.045643695,11.42728341,0.040208564,TRUE,0.029221014,0.0353601,21.43545106,0.02330592,6,0.042378857,0.046183312,0.037702163,8.98668E-05,978
EColi_MG1655,,ec,ratio,9.63056E-06,0.95,0.983429565,772.9892571,0.978622291,TRUE,0.976061129,0.977502366,0.316885354,0.975398838,6,0.981684405,0.982574588,0.979317859,6.88E-14,979
EColi_MG1655,,ec_denominator,ratio,126.599024,0.95,57.6665321,10.18842157,51.27462095,TRUE,34.99221106,37.2915629,24.04189624,32.3290155,6,54.53744986,58.60791979,46.80006543,0.000156299,980
EColi_MG1655,,ec_numerator,ratio,122.8651785,0.95,56.40327503,10.13153956,50.24751003,TRUE,34.21492503,36.49087174,24.17687586,31.53368414,6,53.62196869,57.47977267,45.84734885,0.000160558,981
EColi_MG1655,f6p,f6p.f6p_1.Light,umol*gDW-1,1.694387626,0.95,6.816305303,10.36799883,5.933408285,TRUE,4.143635268,4.990175445,23.62548243,3.278142759,6,6.299101639,6.875707583,5.509671426,0.00014371,982
EColi_MG1655,fad,fad.fad_1.Light,umol*gDW-1,0.001458371,0.95,0.197804915,8.841486809,0.123062563,TRUE,0.097766184,0.108050857,27.70450034,0.106443039,6,0.160992728,0.1779192,0.137842692,0.000307554,984
EColi_MG1655,fdp,fdp.fdp_1.Light,umol*gDW-1,4.582454468,0.95,10.83754745,8.302666642,7.327371755,TRUE,5.009404034,6.274295117,29.502446,4.394476676,6,7.625847466,9.502388159,7.255896096,0.000413978,987
EColi_MG1655,fum,fum.fum_1.Light,umol*gDW-1,0.847356261,0.95,5.980466668,12.99689403,5.0488322,TRUE,3.918213718,4.186650579,18.84673167,3.651625838,6,5.519526725,5.850265785,4.884239752,4.8078E-05,988
EColi_MG1655,g1p,g1p.g1p_1.Light,umol*gDW-1,0.002081083,0.95,0.462456556,22.11531149,0.42160499,TRUE,0.363997772,0.380470243,11.07599024,0.347735376,6,0.443704177,0.459745943,0.411871857,3.51052E-06,990
EColi_MG1655,g3p,g3p.g3p_1.Light,height_ratio,19.06370323,0.95,14.86748941,4.837872586,8.328238576,TRUE,4.04143153,6.491355433,50.63154722,2.452935006,6,10.9957365,13.2055235,8.623477516,0.004723749,992
EColi_MG1655,g6p,g6p.g6p_1.Light,umol*gDW-1,1.692662996,0.95,7.589450919,11.01830324,6.149683679,TRUE,4.486929105,5.139765213,22.23109756,3.914691716,6,6.417658575,7.217610648,5.852269876,0.000107188,993
EColi_MG1655,gam6p,gam6p.gam6p_1.Light,umol*gDW-1,0.014548781,0.95,0.595531424,9.068778868,0.416618395,TRUE,0.319985687,0.374089904,27.01013861,0.29848347,6,0.548331398,0.573148031,0.446566859,0.000272636,995
EColi_MG1655,gdp,gdp.gdp_1.Light,umol*gDW-1,0.035730094,0.95,0.779149093,7.547558635,0.632210385,TRUE,0.384067071,0.421488459,32.45406709,0.341106656,6,0.727069786,0.780804237,0.582435654,0.00064695,998
EColi_MG1655,gln-L,gln-L.gln-L_1.Light,umol*gDW-1,1.316356443,0.95,7.490521042,13.12414482,6.154837075,TRUE,4.943223343,5.923591056,18.66399507,4.169002958,6,6.839634447,7.351312469,6.147267906,4.58465E-05,999
EColi_MG1655,glu-L,glu-L.glu-L_1.Light,umol*gDW-1,88.16803126,0.95,74.0968917,14.90578028,54.30316694,TRUE,47.28529331,53.10638673,16.43315342,46.7567991,6,59.07687792,66.99323989,57.1392666,2.4593E-05,1002
EColi_MG1655,glutacon,glutacon.glutacon_1.Light,umol*gDW-1,61.58949457,0.95,45.38222959,10.95151551,34.10833933,TRUE,26.85159566,31.03923241,22.36667372,24.05961659,6,40.66460892,43.32332225,35.08745895,0.000110382,1004
EColi_MG1655,glyc3p,glyc3p.glyc3p_1.Light,umol*gDW-1,0.184718963,0.95,2.559709971,10.4924534,1.816295583,TRUE,1.389977955,1.550968264,23.34525254,1.351855195,6,1.983626677,2.292050667,1.841014311,0.000135692,1005
