sample_name_abbreviation,component_group_name,component_name,calculated_concentration_units,var,ci_level,max,test_stat,median,used_,ci_lb,iq_1,cv,min,n,iq_3,ci_ub,mean,pvalue_corrected,index_
EColi_C,,n2_ratio02_numerator,ratio,32.12189165,0.95,54.29931225,20.36184391,48.27712744,TRUE,41.16533824,44.42109258,12.02980317,38.11594334,6,49.99946093,53.06093849,47.11313836,5.28519E-06,374
EColi_C,,n2_ratio03,ratio,0.187504944,0.95,1.496987399,3.548268039,0.468299359,TRUE,0.172834415,0.426800574,69.03339082,0.338098071,6,0.551253115,1.081684319,0.627259367,0.016417683,375
EColi_C,,n2_ratio03_denominator,ratio,57.09626083,0.95,30.83166931,7.375597366,24.61658486,TRUE,14.82255274,22.72886935,33.21073021,8.476908583,6,25.55848684,30.68205813,22.75230544,0.000720065,376
EColi_C,,n2_ratio03_numerator,ratio,2.153872872,0.95,13.71585957,19.45386085,11.54417961,TRUE,10.1155897,10.50836499,12.59127821,10.01632623,6,12.59918976,13.19590972,11.65574971,6.62304E-06,377
EColi_C,,nad(p)_ratio,ratio,1.06849E-05,0.95,0.017997913,8.952667984,0.011425861,TRUE,0.008516711,0.009728655,27.36044436,0.009039483,6,0.012329293,0.015377447,0.011947079,0.000289848,378
EColi_C,,nad(p)_ratio_denominator,ratio,0.329010018,0.95,5.319224908,19.64232017,4.601737929,TRUE,3.997667608,4.18729311,12.4704705,3.875306247,6,5.013349525,5.201567472,4.59961754,6.31473E-06,379
EColi_C,,nad(p)_ratio_numerator,ratio,0.00037711,0.95,0.090749902,7.008891382,0.051937233,TRUE,0.035186516,0.041282969,34.94831935,0.038660195,6,0.059768578,0.075945196,0.055565856,0.000911407,380
EColi_C,nad,nad.nad_1.Light,umol*gDW-1,0.19882522,0.95,4.112136768,19.52805885,3.437288263,TRUE,3.086891375,3.249785461,12.54343692,3.049223309,6,3.93865407,4.022774336,3.554832856,6.49955E-06,381
EColi_C,,nad_ratio,ratio,1.00042E-06,0.95,0.006326311,11.87021358,0.005000984,TRUE,0.003797365,0.004167472,20.63559956,0.003535138,6,0.005247063,0.005896682,0.004847024,7.4738E-05,383
EColi_C,,nad_ratio_denominator,ratio,0.198190966,0.95,4.126725312,19.65289575,3.45302599,TRUE,3.104652524,3.266927155,12.46375992,3.068636457,6,3.956837211,4.039041557,3.571847041,6.29794E-06,384
EColi_C,,nad_ratio_numerator,ratio,4.90077E-06,0.95,0.019449021,18.82585074,0.017124447,TRUE,0.014690978,0.015213897,13.0113097,0.014385502,6,0.018849596,0.019337392,0.017014185,7.78916E-06,385
EColi_C,nadh,nadh.nadh_1.Light,umol*gDW-1,4.90077E-06,0.95,0.019449021,18.82585074,0.017124447,TRUE,0.014690978,0.015213897,13.0113097,0.014385502,6,0.018849596,0.019337392,0.017014185,7.78916E-06,386
EColi_C,nadp,nadp.nadp_1.Light,umol*gDW-1,0.047072232,0.95,1.334999246,11.16826225,0.925639435,TRUE,0.761531844,0.829839855,21.93259513,0.778634634,6,1.110780027,1.216905812,0.989218828,0.00010041,388
EColi_C,,nadp_ratio,ratio,0.000162618,0.95,0.05410682,6.991314007,0.03491908,TRUE,0.023014546,0.027507266,35.03618548,0.021232966,6,0.044855855,0.049779694,0.03639712,0.000922,390
EColi_C,,nadp_ratio_denominator,ratio,0.054463156,0.95,1.411363645,10.78748912,0.947459014,TRUE,0.782860108,0.866449603,22.70676444,0.80666979,6,1.147533553,1.27268089,1.027770499,0.00011872,391
EColi_C,,nadp_ratio_numerator,ratio,0.000423926,0.95,0.076364399,4.586418192,0.034734426,TRUE,0.016944347,0.023612217,53.40746614,0.021501254,6,0.041736637,0.060158995,0.038551671,0.005912839,392
EColi_C,nadph,nadph.nadph_1.Light,umol*gDW-1,0.000423926,0.95,0.076364399,4.586418192,0.034734426,TRUE,0.016944347,0.023612217,53.40746614,0.021501254,6,0.041736637,0.060158995,0.038551671,0.005912839,393
EColi_C,,nc,ratio,0.002741358,0.95,0.527912664,20.24315342,0.424233477,TRUE,0.377752227,0.410794613,12.1003368,0.371443279,6,0.437598476,0.487644894,0.432698561,5.44032E-06,395
EColi_C,,nc_denominator,ratio,24.39286802,0.95,87.68182369,40.4310222,79.70658148,TRUE,76.33812151,79.19802752,6.05844129,75.46604616,6,85.57985943,86.70426552,81.52119351,1.75E-07,396
EColi_C,,nc_numerator,ratio,16.09612421,0.95,39.83948145,21.49857103,35.39407106,TRUE,31.0019857,32.78543498,11.39373282,29.4820996,6,38.28474321,39.42265209,35.21231889,4.03869E-06,397
EColi_C,oaa,oaa.oaa_1.Light,umol*gDW-1,42.16750965,0.95,16.46584515,1.946370983,1.784941744,TRUE,-1.654796776,0.87695756,125.849068,0.615110676,6,7.746810202,11.97454183,5.159872529,0.109176322,398
EColi_C,orn,orn.orn_1.Light,umol*gDW-1,131492.124,0.95,1454.456132,6.448501252,902.3995657,TRUE,574.0808041,670.1368838,37.9854116,575.4029142,6,1200.884041,1335.170207,954.6255057,0.001333984,399
EColi_C,oxa,oxa.oxa_1.Light,umol*gDW-1,6.443027988,0.95,15.78572001,11.48848799,11.56711113,TRUE,9.241283243,10.67983607,21.32125433,8.45172634,6,13.14782066,14.56887347,11.90507836,8.7572E-05,402
EColi_C,,p_ratio01,ratio,11.17920778,0.95,36.36586054,23.18507842,31.52108574,TRUE,28.13860884,28.91517474,10.56494051,27.90761528,6,33.77207093,35.15625261,31.64743073,2.77743E-06,403
EColi_C,,p_ratio01_denominator,ratio,0.125900244,0.95,1.87675101,9.41176349,1.250556886,TRUE,0.990988885,1.113325314,26.02583188,1.006470113,6,1.608795373,1.7357193,1.363354093,0.000228456,404
EColi_C,,p_ratio01_numerator,ratio,174.662869,0.95,61.85184498,8.029730732,36.01267612,TRUE,29.45436127,35.20847344,30.50525385,32.30685315,6,53.116527,57.19306102,43.32371114,0.000484406,405
EColi_C,,p_ratio02,ratio,18.5631085,0.95,42.36555979,22.23879911,41.28468563,TRUE,34.59511062,36.81602766,11.01448748,32.0511478,6,42.11143939,43.638082,39.11659631,3.41495E-06,406
EColi_C,,p_ratio02_denominator,ratio,0.074796286,0.95,1.46672683,9.873725849,1.046454253,TRUE,0.815406664,0.924731972,24.80816037,0.770388206,6,1.31184891,1.389425075,1.102415869,0.000181684,407
EColi_C,,p_ratio02_numerator,ratio,174.662869,0.95,61.85184498,8.029730732,36.01267612,TRUE,29.45436127,35.20847344,30.50525385,32.30685315,6,53.116527,57.19306102,43.32371114,0.000484406,408
EColi_C,pep,pep.pep_1.Light,umol*gDW-1,0.004427363,0.95,0.469151294,14.56017311,0.407646698,TRUE,0.325687683,0.360612711,16.82321855,0.290760664,6,0.441626319,0.465343293,0.395515488,2.75911E-05,410
EColi_C,phe-L,phe-L.phe-L_1.Light,umol*gDW-1,0.006322965,0.95,0.322551016,6.197927179,0.192069033,TRUE,0.117753462,0.143643782,39.52111201,0.11225201,6,0.243591739,0.284649571,0.201201517,0.001595796,411
EColi_C,phpyr,phpyr.phpyr_1.Light,umol*gDW-1,0.109121487,0.95,1.350163097,7.498728236,1.054297934,TRUE,0.664604249,0.718397581,32.66540226,0.623621622,6,1.297680982,1.357935767,1.011270008,0.000666779,413
EColi_C,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,umol*gDW-1,0.092568627,0.95,4.137563624,30.01781044,3.730501483,TRUE,3.409218104,3.471014409,8.160121299,3.384560009,6,3.935185807,4.047801639,3.728509872,7.70E-07,415
EColi_C,prpp,prpp.prpp_1.Light,height_ratio,1734.039252,0.95,132.6575566,4.149645347,61.25457572,TRUE,26.84438352,35.86230557,59.02889375,33.51013361,6,95.70881309,114.2451552,70.54476934,0.008913143,417
EColi_C,pyr,pyr.pyr_1.Light,umol*gDW-1,6.947718485,0.95,10.13749159,6.577918212,7.078118128,TRUE,4.312223678,6.644798563,37.23806931,2.49990567,6,8.651750989,9.844538822,7.07838125,0.001218755,418
EColi_C,r5p,r5p.r5p_1.Light,umol*gDW-1,0.001976711,0.95,0.298527961,13.20073864,0.24084235,TRUE,0.19294594,0.225975238,18.55570214,0.16691068,6,0.262321785,0.286262217,0.239604078,4.4563E-05,421
EColi_C,,redox_ratio,ratio,0.004110709,0.95,0.765103584,27.41271924,0.745125429,TRUE,0.650237039,0.692795182,8.935595632,0.604777451,6,0.763514943,0.784805775,0.717521407,1.20885E-06,422
EColi_C,,redox_ratio_denominator,ratio,123.5064883,0.95,66.23897646,12.28160335,59.02709215,TRUE,44.05895352,49.6257626,19.94438082,37.90789122,6,63.98462766,67.384439,55.72169626,6.3338E-05,423
EColi_C,,redox_ratio_numerator,ratio,121.0689348,0.95,50.6796783,9.030624705,44.16719575,TRUE,29.01857857,34.44757825,27.12425577,22.92583784,6,48.72655189,52.11273831,40.56565844,0.000278154,424
EColi_C,ru5p-D,ru5p-D.ru5p-D_1.Light,umol*gDW-1,0.028821991,0.95,0.821386913,9.526994467,0.72997462,TRUE,0.48213837,0.517258587,25.71104404,0.439153457,6,0.778718196,0.838464598,0.660301484,0.000215564,425
EColi_C,s7p,s7p.s7p_1.Light,umol*gDW-1,0.228267611,0.95,1.840535349,6.574587712,1.273574758,TRUE,0.780982366,1.094929127,37.25693306,0.527979753,6,1.625797325,1.78376765,1.282375008,0.001221569,428
EColi_C,ser-L,ser-L.ser-L_1.Light,umol*gDW-1,0.093131541,0.95,1.09772491,6.531622729,0.925709782,TRUE,0.493494248,0.691915975,37.50200899,0.288444305,6,1.004646439,1.134016466,0.813755357,0.001258572,429
EColi_C,skm,skm.skm_1.Light,umol*gDW-1,0.000127996,0.95,0.03004639,2.033104682,0.005806075,TRUE,-0.002482464,0.001706966,120.4802569,0.000190781,6,0.012065753,0.021263207,0.009390371,0.097723673,430
EColi_C,succ,succ.succ_1.Light,umol*gDW-1,21.0825559,0.95,22.61029854,9.966333925,21.08207887,TRUE,13.86335518,15.28341621,24.5776407,12.19325804,6,21.60046419,23.50047891,18.68191705,0.000173734,431
EColi_C,succoa,succoa.succoa_1.Light,height_ratio,26.01086975,0.95,16.76240384,3.668564819,6.728908361,TRUE,2.286111569,4.02144155,66.76970051,2.930898674,6,8.852125879,12.99053406,7.638322816,0.014464999,433
EColi_C,thr-L,thr-L.thr-L_1.Light,umol*gDW-1,0.936701644,0.95,4.425517645,7.320912597,2.555786652,TRUE,1.876933416,2.173226245,33.45880326,2.009837736,6,3.461226199,3.90829131,2.892612363,0.00074534,435
EColi_C,thym,thym.thym_1.Light,umol*gDW-1,0.002099037,0.95,0.243773413,8.231028429,0.139753922,TRUE,0.105872971,0.128621701,29.7592186,0.118966041,6,0.152358846,0.202033277,0.153953124,0.000431214,436
EColi_C,trp-L,trp-L.trp-L_1.Light,umol*gDW-1,1.6239E-05,0.95,0.036091164,17.83507477,0.028835957,TRUE,0.025112277,0.027243405,13.73411536,0.02431649,6,0.030650533,0.033570227,0.029341252,1.01721E-05,439
EColi_C,tyr-L,tyr-L.tyr-L_1.Light,umol*gDW-1,0.120473717,0.95,1.609852931,6.488168844,0.791873459,TRUE,0.555122947,0.728952219,37.75317507,0.694397477,6,0.888173849,1.283626979,0.919374963,0.001297349,441
EColi_C,udp,udp.udp_1.Light,umol*gDW-1,0.123095427,0.95,1.837628572,9.981285004,1.426875217,TRUE,1.061462735,1.201460224,24.54082557,0.947466549,6,1.716298757,1.797850838,1.429656787,0.00017249,442
EColi_C,udpg,udpg.udpg_1.Light,umol*gDW-1,0.333187623,0.95,6.61318879,23.91820763,5.522174824,TRUE,5.030583778,5.268502147,10.24110912,5.012205816,6,5.85382186,6.242102793,5.636343286,2.37991E-06,445
EColi_C,udpglcur,udpglcur.udpglcur_1.Light,umol*gDW-1,0.001039137,0.95,0.413018755,27.1703087,0.342542183,TRUE,0.323736032,0.337901417,9.015318042,0.329996478,6,0.371338679,0.391394503,0.357565268,1.26342E-06,447
EColi_C,ump,ump.ump_1.Light,umol*gDW-1,0.010682185,0.95,0.846120065,17.07003101,0.688364374,TRUE,0.611794999,0.671030131,14.34965022,0.587720693,6,0.806390688,0.828723117,0.720259058,1.26268E-05,448
EColi_C,ura,ura.ura_1.Light,umol*gDW-1,0.13567126,0.95,1.07880732,3.887519494,0.639466737,TRUE,0.198031155,0.321852575,63.00906649,0.090095199,6,0.792595205,0.971120581,0.584575868,0.01155382,450
EColi_C,uri,uri.uri_1.Light,umol*gDW-1,0.001708588,0.95,0.138558256,3.925329749,0.048154801,TRUE,0.022861331,0.041308915,62.40213942,0.029980093,6,0.082211733,0.109618318,0.066239825,0.011122307,452
EColi_C,utp,utp.utp_1.Light,umol*gDW-1,3.31059612,0.95,7.862880823,7.407651592,4.606178008,TRUE,3.593021585,4.209947934,33.06702148,4.033922002,6,7.022406327,7.411927032,5.502474308,0.000705722,454
EColi_C,xan,xan.xan_1.Light,umol*gDW-1,0.000317044,0.95,0.059488147,4.326435667,0.027021356,TRUE,0.012763573,0.017544944,56.61680727,0.01442809,6,0.041519407,0.050135487,0.03144953,0.007524669,457
EColi_Crooks,23dpg,23dpg.23dpg_1.Light,umol*gDW-1,0.017077364,0.95,1.08720027,17.54207172,0.925368729,TRUE,0.798729675,0.826876873,13.96351458,0.789296353,6,1.051798433,1.073010993,0.935870334,1.10381E-05,458
EColi_Crooks,6pgc,6pgc.6pgc_1.Light,umol*gDW-1,1.1503997,0.95,9.849729748,19.12229356,8.678552552,TRUE,7.247557481,7.811994727,12.80960223,6.774521933,6,8.720427198,9.49873729,8.373147386,7.21045E-06,461
EColi_Crooks,accoa,accoa.accoa_1.Light,umol*gDW-1,0.977126734,0.95,7.349693041,15.18988797,5.990504415,TRUE,5.092549963,5.303742036,16.12579203,5.072525954,6,6.973703045,7.167278367,6.129914165,2.24168E-05,462
EColi_Crooks,,accoa_ratio,ratio,0.001523258,0.95,0.665714474,38.61570756,0.626268818,TRUE,0.574324907,0.595405436,6.343247082,0.555225664,6,0.631395337,0.656241624,0.615283265,2.19E-07,464
EColi_Crooks,,accoa_ratio_denominator,ratio,2.330997937,0.95,11.73400643,15.99579164,9.829317977,TRUE,8.367898443,8.720741741,15.31333865,8.301903388,6,11.28861737,11.57237242,9.970135432,1.73884E-05,465
EColi_Crooks,,accoa_ratio_numerator,ratio,0.977126734,0.95,7.349693041,15.18988797,5.990504415,TRUE,5.092549963,5.303742036,16.12579203,5.072525954,6,6.973703045,7.167278367,6.129914165,2.24168E-05,466
EColi_Crooks,acon-C,acon-C.acon-C_1.Light,umol*gDW-1,0.127910681,0.95,2.246757932,12.73538899,1.902371963,TRUE,1.484147017,1.573128206,19.23372536,1.409369664,6,2.150034902,2.234799991,1.859473504,5.30851E-05,467
EColi_Crooks,ade,ade.ade_1.Light,umol*gDW-1,0.000178683,0.95,0.066890986,8.630760035,0.044448788,TRUE,0.033071318,0.035707767,28.38092744,0.03462171,6,0.055656117,0.061127434,0.047099376,0.000344775,470
EColi_Crooks,adn,adn.adn_1.Light,umol*gDW-1,0.000187345,0.95,0.105379593,15.72443877,0.088113303,TRUE,0.073501985,0.083037418,15.57759726,0.065948232,6,0.095750636,0.102230116,0.08786605,1.89143E-05,472
EColi_Crooks,adp,adp.adp_1.Light,umol*gDW-1,0.003367049,0.95,0.81518316,32.26278836,0.783813121,TRUE,0.703382563,0.725935222,7.592306391,0.676491529,6,0.810743996,0.825172262,0.764277412,5.37E-07,473
EColi_Crooks,adpglc,adpglc.adpglc_1.Light,umol*gDW-1,3.46226E-05,0.95,0.038393405,12.8222276,0.031734245,TRUE,0.02462622,0.030746984,19.10346485,0.020239798,6,0.032149269,0.03697618,0.0308012,5.13562E-05,476
EColi_Crooks,akg,akg.akg_1.Light,umol*gDW-1,17.47911143,0.95,11.20660844,2.443861966,2.601302082,TRUE,-0.216286178,1.134987015,100.2302821,0.698111094,6,6.105558671,8.558680588,4.171197205,0.058375552,477
EColi_Crooks,amp,amp.amp_1.Light,umol*gDW-1,0.009086982,0.95,0.797699012,17.57134655,0.679594748,TRUE,0.583777828,0.598006997,13.9402506,0.592442502,6,0.756964002,0.783854119,0.683815974,1.09477E-05,479
EColi_Crooks,arg-L,arg-L.arg-L_1.Light,umol*gDW-1,0.002667776,0.95,0.978546704,42.72404404,0.897249271,TRUE,0.84668529,0.886969545,5.733281569,0.821201231,6,0.919971541,0.955093069,0.900889179,1.33E-07,481
EColi_Crooks,asn-L,asn-L.asn-L_1.Light,umol*gDW-1,0.032684416,0.95,1.023751732,10.02733388,0.761874956,TRUE,0.550356932,0.618248918,24.42812588,0.513802962,6,0.797081965,0.929808339,0.740082635,0.000168724,482
EColi_Crooks,asp-L,asp-L.asp-L_1.Light,height_ratio,0.001783361,0.95,0.429651663,22.28175368,0.390997215,TRUE,0.339825878,0.367498937,10.99325384,0.31329224,6,0.412941206,0.428460916,0.384143397,3.38244E-06,484
EColi_Crooks,atp,atp.atp_1.Light,umol*gDW-1,150.101234,0.95,65.22290059,10.19583765,54.14824919,TRUE,38.13914249,42.0254953,24.02440905,33.94343945,6,58.93524694,63.85363372,50.9963881,0.000155754,485
EColi_Crooks,camp,camp.camp_1.Light,umol*gDW-1,0.002469881,0.95,0.240112469,8.366357838,0.147717528,TRUE,0.117590982,0.14327793,29.27785053,0.116568486,6,0.205349615,0.22190048,0.169745731,0.000399338,487
EColi_Crooks,chor,chor.chor_1.Light,umol*gDW-1,7950.421345,0.95,247.4927111,3.021657977,80.91839072,TRUE,16.4198545,40.70721816,81.06442759,30.12146131,6,165.1319255,203.565996,109.9929253,0.029360529,489
EColi_Crooks,cit,cit.cit_1.Light,umol*gDW-1,0.061365138,0.95,1.114873622,7.0002405,0.661965041,TRUE,0.447976772,0.509205115,34.9915084,0.476122671,6,0.821325412,0.967908911,0.707942842,0.000916603,490
EColi_Crooks,cit,cit.cit_2.Light,umol*gDW-1,0.511300355,0.95,2.101477448,3.994982796,0.876550783,TRUE,0.415809761,0.674132418,61.31414997,0.48199736,6,1.759662634,1.916613324,1.166211543,0.010374977,493
EColi_Crooks,citr-L,citr-L.citr-L_1.Light,umol*gDW-1,0.002337741,0.95,0.222968282,7.658791469,0.144480573,TRUE,0.100435565,0.123254672,31.98271885,0.088542045,6,0.178923895,0.201916384,0.151175974,0.000604332,494
EColi_Crooks,cmp,cmp.cmp_1.Light,umol*gDW-1,0.190194292,0.95,1.701362687,5.5003724,0.873121154,TRUE,0.521626553,0.712259155,44.53316184,0.494135746,6,1.174840331,1.436970987,0.97929877,0.002714278,496
EColi_Crooks,coa,coa.coa_1.Light,umol*gDW-1,0.574226009,0.95,5.095987654,12.41339125,3.600280795,TRUE,3.044983058,3.341849323,19.73263948,3.103423549,6,4.189307183,4.635459477,3.840221267,6.01338E-05,498
EColi_Crooks,ctp,ctp.ctp_1.Light,umol*gDW-1,0.254399276,0.95,1.509223988,4.80783719,1.159580036,TRUE,0.460678417,0.553261262,50.94785131,0.350506803,6,1.34732848,1.519307303,0.98999286,0.004850051,500
EColi_Crooks,cytd,cytd.cytd_1.Light,umol*gDW-1,3.25838E-05,0.95,0.18631763,76.96926672,0.178196858,TRUE,0.173376606,0.175006386,3.182425723,0.17334971,6,0.184197829,0.185357429,0.179367017,7.01E-09,502
EColi_Crooks,dadp,dadp.dadp_1.Light,umol*gDW-1,0.0003212,0.95,0.154848484,17.2844997,0.121157112,TRUE,0.107656594,0.113839476,14.17159759,0.108480256,6,0.136597748,0.145272691,0.126464643,1.18732E-05,504
EColi_Crooks,datp,datp.datp_1.Light,umol*gDW-1,0.008980861,0.95,0.626070744,13.99175567,0.574048812,TRUE,0.441869581,0.469936644,17.50666464,0.406905636,6,0.61723069,0.640774166,0.541321874,3.35323E-05,506
EColi_Crooks,dcdp,dcdp.dcdp_1.Light,umol*gDW-1,0.000164492,0.95,0.152738192,24.47124812,0.124804022,TRUE,0.114671196,0.12141422,10.00966412,0.116511816,6,0.128432316,0.141590166,0.128130681,2.12463E-06,507
EColi_Crooks,dcmp,dcmp.dcmp_1.Light,umol*gDW-1,2.47449E-05,0.95,0.027040099,9.751684392,0.0206257,TRUE,0.014583395,0.018565783,25.11863227,0.011736598,6,0.02084281,0.025024079,0.019803737,0.000192832,510
EColi_Crooks,dctp,dctp.dctp_1.Light,umol*gDW-1,0.028644595,0.95,0.513899469,4.937060554,0.400659884,TRUE,0.163511507,0.199906791,49.61433461,0.122628788,6,0.457101832,0.518739471,0.341125489,0.004333071,512
EColi_Crooks,dhap,dhap.dhap_1.Light,umol*gDW-1,27.15327589,0.95,20.43122317,4.669512404,7.717815112,TRUE,4.465124406,7.431542847,52.45707754,6.933215076,6,9.028550023,15.40209189,9.933608148,0.005484983,513
EColi_Crooks,dtdpglu,dtdpglu.dtdpglu_1.Light,umol*gDW-1,0.000614706,0.95,0.106929161,6.739154429,0.066820759,TRUE,0.04219348,0.06183014,36.34713774,0.030546455,6,0.075198226,0.094231337,0.068212408,0.001091229,515
EColi_Crooks,dttp,dttp.dttp_1.Light,umol*gDW-1,1.374930657,0.95,9.198206637,15.48066567,7.33466327,TRUE,6.180076274,6.649623272,15.82289673,5.981339696,6,7.978832955,8.641158947,7.41061761,2.04236E-05,517
EColi_Crooks,dump,dump.dump_1.Light,umol*gDW-1,0.001175028,0.95,0.160634861,7.034324542,0.092357869,TRUE,0.062466564,0.080492981,34.82196092,0.061283208,6,0.103689845,0.134413101,0.098439833,0.000896334,520
EColi_Crooks,,ec,ratio,2.9674E-05,0.95,0.983865724,440.1043909,0.980554892,TRUE,0.973024971,0.97773356,0.556570167,0.96867531,6,0.981643198,0.984458329,0.97874165,1.15E-12,521
EColi_Crooks,,ec_denominator,ratio,151.7969317,0.95,66.83372378,10.42662909,55.63442492,TRUE,39.5148155,43.33751758,23.49263335,35.40924266,6,60.34599938,65.37414748,52.44448149,0.000139865,522
EColi_Crooks,,ec_numerator,ratio,150.6842329,0.95,65.62946268,10.25234865,54.55294585,TRUE,38.49633638,42.37963006,23.89198637,34.30005913,6,59.32365338,64.26071724,51.37852681,0.000151672,523
EColi_Crooks,f6p,f6p.f6p_1.Light,umol*gDW-1,1.800768363,0.95,19.08571741,31.65781683,17.32342335,TRUE,15.93513476,16.57014012,7.737393125,15.49883926,6,18.21332303,18.75166702,17.34340089,5.91E-07,525
EColi_Crooks,fad,fad.fad_1.Light,umol*gDW-1,0.000812045,0.95,0.187301364,13.23701233,0.151146849,TRUE,0.124089053,0.133938823,18.50485353,0.118344607,6,0.178653706,0.183899328,0.15399419,4.39701E-05,526
EColi_Crooks,fdp,fdp.fdp_1.Light,umol*gDW-1,5.036910756,0.95,11.15511187,8.823320551,7.352494825,TRUE,5.728973112,6.378561821,27.76154089,5.965640547,6,9.807405617,10.43948314,8.084228128,0.000310568,528
EColi_Crooks,fum,fum.fum_1.Light,umol*gDW-1,0.403965353,0.95,2.434968693,6.224545911,1.379115162,TRUE,0.948114323,1.095441998,39.3521034,1.068269579,6,2.166042651,2.282120573,1.615117448,0.001565273,531
EColi_Crooks,g1p,g1p.g1p_1.Light,umol*gDW-1,0.010431356,0.95,0.513674341,9.335746564,0.359569139,TRUE,0.282080549,0.317448065,26.23774892,0.277811295,6,0.481054862,0.496446692,0.389263621,0.000237465,532
EColi_Crooks,g3p,g3p.g3p_1.Light,height_ratio,11.39186336,0.95,13.68086649,6.103789448,8.220438051,TRUE,4.868452263,5.730636363,40.13063956,4.874744755,6,9.979422481,11.95252788,8.410490073,0.001709516,534
EColi_Crooks,g6p,g6p.g6p_1.Light,umol*gDW-1,28.28699091,0.95,26.55125198,9.194839869,18.81407071,TRUE,14.38318251,17.78430019,26.63983036,12.34423612,6,24.07098343,25.54613767,19.96466009,0.000255307,536
EColi_Crooks,gam6p,gam6p.gam6p_1.Light,umol*gDW-1,0.017425527,0.95,0.478532738,4.198944891,0.182227181,TRUE,0.087754334,0.166347962,58.33583927,0.104091787,6,0.232743045,0.36481748,0.226285907,0.008498193,537
EColi_Crooks,gdp,gdp.gdp_1.Light,umol*gDW-1,0.018910953,0.95,0.593892777,8.730108562,0.56644533,TRUE,0.34580274,0.394730306,28.05795284,0.287908177,6,0.583005041,0.634433435,0.490118087,0.000326597,539
EColi_Crooks,gln-L,gln-L.gln-L_1.Light,umol*gDW-1,0.233328527,0.95,3.872725291,16.19904584,3.262623677,TRUE,2.687541664,2.915751294,15.12119767,2.499379659,6,3.417625393,3.70138237,3.194462017,1.63413E-05,542
EColi_Crooks,glu-L,glu-L.glu-L_1.Light,umol*gDW-1,46.48396971,0.95,58.47550503,18.00107755,48.66161764,TRUE,42.94927705,45.99003345,13.60746175,41.44929302,6,55.87383221,57.25920377,50.10424041,9.71757E-06,543
EColi_Crooks,glutacon,glutacon.glutacon_1.Light,umol*gDW-1,54.32608703,0.95,37.04103487,9.141447825,23.48911095,TRUE,19.77202711,22.90005963,26.79542442,21.4055286,6,33.55750507,35.24201656,27.50702183,0.000262482,546
EColi_Crooks,glyc3p,glyc3p.glyc3p_1.Light,umol*gDW-1,0.206192729,0.95,3.011774033,13.12841213,2.487228962,TRUE,1.957202333,2.10905116,18.65792846,1.820235709,6,2.731519105,2.910267238,2.433734785,4.57739E-05,548
EColi_Crooks,glyclt,glyclt.glyclt_1.Light,umol*gDW-1,3.39455E-05,0.95,0.037458506,11.32779298,0.026539082,TRUE,0.02082962,0.023211079,21.62371565,0.020961874,6,0.027682205,0.033058226,0.026943923,9.37523E-05,549
EColi_Crooks,gmp,gmp.gmp_1.Light,umol*gDW-1,0.004152919,0.95,0.171251572,4.087602306,0.125479318,TRUE,0.039910993,0.05522466,59.9248547,0.021796585,6,0.158439567,0.175168857,0.107539925,0.00946903,550
EColi_Crooks,gsn,gsn.gsn_1.Light,umol*gDW-1,7.25979E-06,0.95,0.008419861,5.617908151,0.007629905,TRUE,0.00335201,0.004640408,43.60145586,0.001934105,6,0.00777245,0.009007207,0.006179608,0.002473143,552
EColi_Crooks,,gth_ratio01,ratio,0.288431959,0.95,2.674980212,9.54015625,2.109476022,TRUE,1.52810193,1.87152849,25.67557259,1.230370142,6,2.502679456,2.65531884,2.091710385,0.000214148,554
EColi_Crooks,,gth_ratio01_denominator,ratio,5.819491422,0.95,16.08457169,11.98488782,10.86585165,TRUE,9.271610971,10.17040893,20.43815328,9.823744192,6,12.64703683,14.33484873,11.80322985,7.13301E-05,555
EColi_Crooks,,gth_ratio01_numerator,ratio,9.571859927,0.95,28.29021852,18.77259764,23.54356109,TRUE,20.46405025,21.66238278,13.04821948,19.78997675,6,25.4326833,26.95762692,23.71083859,7.89893E-06,556
EColi_Crooks,gthox,gthox.gthox_1.Light,umol*gDW-1,5.819491422,0.95,16.08457169,11.98488782,10.86585165,TRUE,9.271610971,10.17040893,20.43815328,9.823744192,6,12.64703683,14.33484873,11.80322985,7.13301E-05,557
EColi_Crooks,gthrd,gthrd.gthrd_1.Light,umol*gDW-1,9.571859927,0.95,28.29021852,18.77259764,23.54356109,TRUE,20.46405025,21.66238278,13.04821948,19.78997675,6,25.4326833,26.95762692,23.71083859,7.89893E-06,559
EColi_Crooks,gtp,gtp.gtp_1.Light,umol*gDW-1,2.099049347,0.95,6.385207119,7.995676723,4.931746986,TRUE,3.208802872,3.527535821,30.63517733,2.945921123,6,5.823930015,6.249667796,4.729235334,0.000494157,561
EColi_Crooks,gua,gua.gua_1.Light,umol*gDW-1,0.001674667,0.95,0.113992432,2.559303108,0.029613573,TRUE,-0.000188429,0.019103449,95.70924736,0.001531252,6,0.057048062,0.085703028,0.042757299,0.050689498,563
EColi_Crooks,his-L,his-L.his-L_1.Light,umol*gDW-1,0.491844362,0.95,2.805508209,4.862868684,1.166828512,TRUE,0.656307227,1.061356531,50.37129115,0.93532147,6,1.231513018,2.128279582,1.392293405,0.004621553,564
